,Principal Approve Amount,Principal Amount,Repayment Tenor Month Number,Gender,Occupation Description,Total Income Amount (Month),Collateral Type Code,Vehicle Brand,Vehicle Model,Vehicle Release Year,Vehicle Sub Model,Evaluation Amount,System CAR Code (Daily),System CAR Code Date,Final CAR Code Previous Month,DPD,age,Vehicle Age,per_LTV,per_LTV_cate
1159,170000,170000,48,F,STREET VENDOR,30000,PU,TOYOTA,HILUX VIGO,2005,CQ,222000,S1,6/7/2022,S1,PL,43,18,76.57657658,75%
1160,17600,17600,36,F,บุคลากรทางการแพทย์,22000,MC,HONDA,WAVE 110 I,2012,BC,36000,S1,14/11/2022,S1,PL,37,11,48.88888889,30-50%
1161,15000,13440.7,18,F,เกษตรกร,15000,MC,HONDA,WAVE 110 I,2012,AZ,35000,S1,15/11/2022,S1,PL,45,11,42.85714286,30-50%
1162,5000,4269.8,12,M,อื่นๆ,10000,MC,HONDA,WAVE 100,2007,AI,20000,S1,3/10/2022,S1,PL,54,16,25,30%
1164,39000,38848.3,36,F,พนักงานบริษัท,30000,MC,YAMAHA,N-MAX 155,2019,BL,52000,S1,28/8/2022,S1,PL,25,4,75,65-75%
1165,98000,97864.47,60,F,อื่นๆ,20000,PU,NISSAN,FRONTIER NAVARA,2009,BM,297000,S1,10/10/2022,S1,PL,32,14,32.996633,30-50%
1166,144000,144000,60,F,STREET VENDOR,20000,CAR,MAZDA,2,2010,BV,204500,S1,7/9/2022,S1,PL,65,13,70.41564792,65-75%
1167,200000,197215.51,48,M,พนักงานบริษัท,31000,CAR,TOYOTA,YARIS,2015,DR,313000,S1,24/11/2022,S1,PL,41,8,63.89776358,65-75%
1168,250000,250000,48,M,พนักงานบริษัท,17550,PU,TOYOTA,HILUX VIGO,2012,DZ,417000,S1,22/12/2022,S1,PL,42,11,59.95203837,50-65%
1169,16200,14088.04,18,M,เกษตรกร,13000,MC,SUZUKI,SMASH 115,2016,AY,25000,S1,22/8/2022,S1,PL,51,7,64.8,65-75%
1170,154000,153397.21,60,F,พนักงานบริษัท,20000,CAR,TOYOTA,VIOS,2007,DQ,205000,S1,6/10/2022,S1,PL,34,16,75.12195122,75%
1171,190000,190000,60,M,อื่นๆ,15000,PU,MITSUBISHI,TRITON,2013,AS,274500,S1,7/11/2022,S1,PL,39,10,69.21675774,65-75%
1172,35000,34572.4,30,F,เกษตรกร,18000,MC,HONDA,CLICK 150I,2018,BE,47000,S1,5/11/2022,S1,PL,32,5,74.46808511,65-75%
1173,250000,249735.99,60,F,พนักงานบริษัท,18000,PU,TOYOTA,HILUX VIGO,2013,BP,374500,S1,29/8/2022,S1,PL,27,10,66.75567423,65-75%
1174,250000,250000,60,F,พนักงานบริษัท,20000,CAR,MAZDA,2,2017,CI,391500,S1,16/11/2022,S1,PL,28,6,63.85696041,65-75%
1175,150000,146046.91,60,F,พนักงานบริษัท,35000,CAR,MAZDA,2,2011,AJ,219500,S1,6/7/2022,S1,PL,40,12,68.33712984,65-75%
1176,60000,60000,60,M,พนักงานบริษัท,14000,PU,ISUZU,D-MAX,2008,BD,264500,S1,22/12/2022,S1,PL,41,15,22.68431002,30%
1177,28800,28744.8,18,F,STREET VENDOR,12000,CAR,HONDA,CIVIC,1997,CP,107000,S1,28/10/2022,S1,PL,41,26,26.91588785,30%
1178,26400,25778.74,36,F,พนักงานบริษัท,14000,MC,HONDA,WAVE 110 I,2012,AZ,35000,S1,10/10/2022,S1,PL,33,11,75.42857143,75%
1179,13500,12221.8,24,F,อื่นๆ,28000,CAR,MAZDA,3,2013,BM,292500,S1,14/9/2022,S1,PL,44,10,4.615384615,30%
1180,29000,27934.06,36,F,เลี้ยงสัตว์,9000,MC,HONDA,WAVE 110 I,2016,CK,39000,S2,7/11/2022,S2,PL,52,7,74.35897436,65-75%
1181,139000,136708.82,60,M,พนักงานบริษัท,17000,CAR,TOYOTA,YARIS,2006,DL,184500,S1,23/7/2022,S1,PL,36,17,75.33875339,75%
1183,18000,17904.3,24,F,พนักงานบริษัท,32000,MC,YAMAHA,FINO (MLEKE),2011,AD,24000,S1,10/11/2022,S1,PL,53,12,75,65-75%
1184,13000,13000,18,M,พนักงานบริษัท,11000,MC,HONDA,ZOOMER X 110I,2012,AQ,17500,S1,26/12/2022,S1,PL,31,11,74.28571429,65-75%
1185,31000,30717.32,36,M,เกษตรกร,13000,MC,HONDA,WAVE 110 I,2019,DO,42000,S1,18/10/2022,S1,PL,58,4,73.80952381,65-75%
1186,50000,47474.74,18,F,STREET VENDOR,18000,MC,HONDA,PCX 150,2020,ED,76500,S1,3/12/2022,S1,PL,59,3,65.35947712,65-75%
1187,40000,40000,36,M,ข้าราชการ,20000,MC,VESPA,LX 125,2014,AD,57500,S1,25/11/2022,S1,PL,64,9,69.56521739,65-75%
1189,20000,13755.4,12,F,อื่นๆ,19000,CAR,HONDA,JAZZ,2004,AG,134500,S1,16/8/2022,S1,PL,38,19,14.86988848,30%
1190,33000,31113.54,36,F,เกษตรกร,20000,MC,HONDA,WAVE 110 I,2021,DM,44000,S1,26/9/2022,S1,PL,39,2,75,65-75%
1191,280000,280000,60,F,อาจารย์,25000,PU,ISUZU,D-MAX,2011,AR,351500,S1,1/11/2022,S1,PL,42,12,79.65860597,75%
1193,100000,100000,24,M,เกษตรกร,20000,PU,TOYOTA,HILUX VIGO,2010,CP,292000,S1,14/12/2022,S1,PL,70,13,34.24657534,30-50%
1195,29000,28970.41,24,M,พนักงานบริษัท,9000,MC,HONDA,WAVE 125 I,2019,DR,38900,S1,28/11/2022,S1,PL,42,4,74.55012853,65-75%
1196,20000,16819.64,12,M,อื่นๆ,15000,MC,HONDA,WAVE 110 I,2022,CH,44500,S1,3/11/2022,S1,PL,26,1,44.94382022,30-50%
1198,34500,34500,60,F,พนักงานบริษัท,15000,CAR,TOYOTA,CAMRY,1999,IE,115000,S1,7/12/2022,S1,PL,64,24,30,30%
1199,22600,22500.14,12,M,พนักงานบริษัท,15000,MC,HONDA,ZOOMER X 110I,2016,CA,30000,S1,25/10/2022,S1,PL,28,7,75.33333333,75%
1200,60000,52742.13,30,F,เกษตรกร,12000,PU,ISUZU,D-MAX,2007,DB,267000,S1,19/7/2022,S1,PL,60,16,22.47191011,30%
1201,57000,56421.51,36,M,อื่นๆ,30000,MC,HONDA,PCX 150,2020,ED,76500,S1,13/9/2022,S1,PL,49,3,74.50980392,65-75%
1202,36000,34280.59,36,F,ข้าราชการ,19000,MC,YAMAHA,GRAND FILANO 125,2021,AN,54500,S1,2/9/2022,S1,PL,40,2,66.05504587,65-75%
1203,127000,126157.71,60,M,STREET VENDOR,20000,CAR,NISSAN,ALMERA,2013,BI,196000,S1,6/9/2022,S1,PL,43,10,64.79591837,65-75%
1204,14000,13095.21,12,F,อื่นๆ,35000,MC,HONDA,ICON,2008,AX,19500,S1,3/11/2022,S1,PL,30,15,71.79487179,65-75%
1205,85000,85000,60,F,STREET VENDOR,30000,CAR,TOYOTA,VIOS,2004,CJ,121500,S1,21/11/2022,S1,PL,40,19,69.95884774,65-75%
1206,40000,40000,36,F,พนักงานบริษัท,15000,MC,YAMAHA,YZF R15,2019,CM,53500,S1,18/11/2022,S1,PL,39,4,74.76635514,65-75%
1207,52000,49508.83,42,F,เลี้ยงสัตว์,15000,PU,ISUZU,D-MAX,2006,CN,250000,S1,16/9/2022,S1,PL,60,17,20.8,30%
1208,9500,4891.85,12,F,STREET VENDOR,15000,MC,YAMAHA,FINO (4DO),2007,AA,13000,S1,9/7/2022,S1,PL,51,16,73.07692308,65-75%
1210,10000,8734.08,18,M,อื่นๆ,10000,MC,YAMAHA,FILANO,2012,AA,23500,S1,11/8/2022,S1,PL,23,11,42.55319149,30-50%
1211,40000,40000,18,M,พนักงานบริษัท,12500,PU,ISUZU,D-MAX,2004,BI,185000,S1,27/12/2022,S1,PL,46,19,21.62162162,30%
1213,15000,14790.29,36,M,STREET VENDOR,15000,MC,HONDA,PCX 150,2020,ED,76500,S1,17/11/2022,S1,PL,23,3,19.60784314,30%
1214,160000,159787.51,60,F,เกษตรกร,20000,PU,ISUZU,ELF,2005,CL,240500,S1,21/9/2022,S1,PL,43,18,66.52806653,65-75%
1215,150000,145739.35,48,M,บุคลากรทางการแพทย์,40000,CAR,NISSAN,TEANA,2010,AK,291000,S1,7/11/2022,S1,PL,38,13,51.54639175,50-65%
1216,135000,132780.67,48,F,พนักงานบริษัท,18000,CAR,MITSUBISHI,ATTRAGE,2013,BN,196500,S1,1/12/2022,S1,PL,43,10,68.70229008,65-75%
1217,4800,4800,12,F,อาจารย์,30000,MC,HONDA,WAVE 100,2005,AD,16000,S1,11/11/2022,S1,PL,37,18,30,30%
1218,26900,26879.4,24,M,พนักงานบริษัท,14500,MC,HONDA,WAVE 110I,2022,CI,41500,S1,26/7/2022,S1,PL,26,1,64.81927711,65-75%
1220,55000,55000,36,F,STREET VENDOR,40000,CAR,TOYOTA,COROLLA ALTIS,2003,DW,136500,S1,25/12/2022,S1,PL,47,20,40.29304029,30-50%
1222,35000,33188.61,36,F,อื่นๆ,18000,MC,YAMAHA,YZF R15,2018,CN,50500,S1,14/11/2022,S1,PL,36,5,69.30693069,65-75%
1223,32400,32400,36,F,อื่นๆ,12000,MC,HONDA,WAVE 110 I,2019,DS,43000,S1,29/12/2022,S1,PL,36,4,75.34883721,75%
1224,91000,88486.67,30,F,พนักงานบริษัท,16500,CAR,FORD,FIESTA,2012,AA,157000,S1,24/9/2022,S1,PL,28,11,57.96178344,50-65%
1226,280000,277043.97,60,F,STREET VENDOR,20000,PU,ISUZU,D-MAX,2011,CK,350000,S1,18/7/2022,S1,PL,61,12,80,75%
1227,190000,189888.93,60,M,อื่นๆ,30000,PU,TOYOTA,HILUX VIGO,2008,CB,285000,S1,21/7/2022,S1,PL,40,15,66.66666667,65-75%
1228,10500,10500,12,F,STREET VENDOR,15000,MC,YAMAHA,MIO 115,2011,AJ,14000,S1,22/12/2022,S1,PL,50,12,75,65-75%
1229,110000,107306,60,M,STREET VENDOR,13500,PU,FORD,RANGER,2007,AQ,175000,S1,21/11/2022,S1,PL,69,16,62.85714286,65-75%
1230,20000,17900.75,12,M,พนักงานบริษัท,18000,MC,HONDA,WAVE 110 I,2012,BF,38000,S1,9/10/2022,S1,PL,27,11,52.63157895,50-65%
1231,28000,28000,60,F,อื่นๆ,20000,CAR,CHEVROLET,AVEO,2010,AD,93000,S1,30/10/2022,S1,PL,31,13,30.10752688,30-50%
1232,205000,203015.9,60,M,อื่นๆ,40000,PU,NISSAN,FRONTIER NAVARA,2012,CI,293000,S1,26/7/2022,S1,PL,51,11,69.96587031,65-75%
1233,120000,120000,60,F,เกษตรกร,28300,PU,TOYOTA,HILUX TIGER,2002,DH,169000,S1,10/12/2022,S1,PL,51,21,71.00591716,65-75%
1234,15000,13346.88,24,F,พนักงานบริษัท,16000,MC,YAMAHA,FINO 115,2014,AO,20000,S1,3/10/2022,S1,PL,33,9,75,65-75%
1235,55000,55000,60,M,พนักงานบริษัท,20000,CAR,HONDA,CITY,2002,BH,109000,S1,14/11/2022,S1,PL,43,21,50.4587156,50-65%
1236,15000,14483.08,18,F,อื่นๆ,15000,MC,YAMAHA,FINO 115,2014,AO,20000,S1,25/10/2022,S1,PL,53,9,75,65-75%
1237,78000,78000,60,F,เกษตรกร,15000,CAR,TOYOTA,VIOS,2003,AD,104500,S1,29/12/2022,S1,PL,33,20,74.64114833,65-75%
1238,50000,49609.68,36,F,STREET VENDOR,30000,CAR,HONDA,CITY,2014,AW,319000,S1,17/10/2022,S1,PL,33,9,15.67398119,30%
1239,48000,48000,36,F,อื่นๆ,8000,MC,VESPA,S 125,2019,AI,69000,S1,26/12/2022,S1,PL,28,4,69.56521739,65-75%
1240,130000,130000,60,M,อื่นๆ,20000,PU,TOYOTA,HILUX TIGER,2002,DH,169000,S1,30/11/2022,S1,PL,32,21,76.92307692,75%
1241,14300,13643.74,18,F,เกษตรกร,15000,MC,HONDA,SCOOPY I,2013,BH,19000,S1,25/11/2022,S1,PL,30,10,75.26315789,75%
1242,150000,150000,60,M,เกษตรกร,15000,PU,TOYOTA,HILUX TIGER,2004,BT,193000,S1,30/8/2022,S1,PL,56,19,77.72020725,75%
1243,294000,294000,60,M,เกษตรกร,25000,PU,MITSUBISHI,TRITON,2015,BN,418000,S1,18/10/2022,S1,PL,44,8,70.33492823,65-75%
1244,13000,13000,18,M,STREET VENDOR,15000,MC,YAMAHA,SPARK 115 I,2013,AL,18500,S1,27/12/2022,S1,PL,48,10,70.27027027,65-75%
1245,28100,24212.01,12,F,พนักงานบริษัท,25000,MC,HONDA,MSX 125,2018,BP,37500,S1,3/10/2022,S1,PL,36,5,74.93333333,65-75%
1246,27000,27000,36,F,STREET VENDOR,15000,MC,HONDA,WAVE 110 I,2012,BC,36000,S1,19/12/2022,S1,PL,53,11,75,65-75%
1249,31000,29617.12,36,M,เกษตรกร,10000,MC,HONDA,WAVE 110 I,2019,DO,42000,S1,9/8/2022,S1,PL,53,4,73.80952381,65-75%
1250,30000,29856.81,36,F,พนักงานบริษัท,17000,MC,HONDA,WAVE 110 I,2017,CR,40000,S1,29/10/2022,S1,PL,49,6,75,65-75%
1251,250000,250000,60,M,เกษตรกร,30000,PU,TOYOTA,HILUX REVO,2015,EG,325500,S1,27/12/2022,S1,PL,66,8,76.80491551,75%
1252,200000,172216.14,12,F,STREET VENDOR,30000,PU,TOYOTA,HILUX VIGO,2008,CI,285000,S1,16/10/2022,S1,PL,40,15,70.1754386,65-75%
1253,31500,31500,36,F,เกษตรกร,20000,MC,HONDA,WAVE 110 I,2018,DG,42000,S1,29/11/2022,S1,PL,50,5,75,65-75%
1255,20000,19858.5,36,M,อื่นๆ,22000,MC,HONDA,ZOOMER X 110I,2017,CN,31000,S1,2/11/2022,S1,PL,26,6,64.51612903,65-75%
1256,70000,70000,48,M,เกษตรกร,25000,PU,ISUZU,DRAGON POWER,2002,CP,135000,S1,8/10/2022,S1,PL,53,21,51.85185185,50-65%
1257,250000,246035.01,48,M,STREET VENDOR,31000,PU,TOYOTA,FORTUNER,2011,DP,493500,S1,17/11/2022,S1,PL,45,12,50.6585613,50-65%
1258,174500,174500,60,M,ข้าราชการ,35000,CAR,MITSUBISHI,MIRAGE,2015,CD,269000,S1,16/11/2022,S1,PL,52,8,64.86988848,65-75%
1259,250000,247013.39,48,M,พนักงานบริษัท,37000,CAR,HONDA,CIVIC,2011,AQ,336500,S1,16/9/2022,S1,PL,29,12,74.29420505,65-75%
1260,94000,93976.79,36,M,อื่นๆ,30000,PU,NISSAN,FRONTIER,2005,AV,156000,S1,20/9/2022,S1,PL,31,18,60.25641026,65-75%
1261,200000,197105.27,60,M,พนักงานบริษัท,21080,PU,ISUZU,D-MAX,2005,BO,251000,S1,17/10/2022,S1,PL,49,18,79.6812749,75%
1262,31000,30941.95,36,F,STREET VENDOR,20000,MC,HONDA,WAVE 110 I,2018,DG,42000,S1,31/8/2022,S1,PL,31,5,73.80952381,65-75%
1263,129000,129000,60,F,STREET VENDOR,24500,CAR,TOYOTA,CAMRY,2003,AI,178500,S1,3/10/2022,S1,PL,53,20,72.26890756,65-75%
1264,120000,120000,60,M,พนักงานรัฐวิสาหกิจ,15000,CAR,TOYOTA,VIOS,2011,BB,222500,S1,2/10/2022,S1,PL,24,12,53.93258427,50-65%
1265,105000,105000,48,F,เกษตรกร,25000,CAR,TOYOTA,VIOS,2006,AE,140000,S1,26/10/2022,S1,PL,46,17,75,65-75%
1267,150000,150000,60,F,เกษตรกร,10000,PU,ISUZU,D-MAX,2004,BA,190500,S1,27/10/2022,S1,PL,60,19,78.74015748,75%
1268,40000,40000,24,M,STREET VENDOR,16500,MC,YAMAHA,GRAND FILANO 125,2021,AN,54500,S1,25/11/2022,S1,PL,26,2,73.39449541,65-75%
1270,250000,250000,60,M,พนักงานบริษัท,23000,PU,TOYOTA,HILUX VIGO,2007,EG,314000,S1,16/11/2022,S1,PL,46,16,79.61783439,75%
1271,150000,150000,60,M,อื่นๆ,15000,PU,ISUZU,D-MAX,2009,BA,309000,S1,27/12/2022,S1,PL,28,14,48.54368932,30-50%
1272,110000,107182.06,48,M,เกษตรกร,15000,PU,TOYOTA,HILUX VIGO,2007,CV,245000,S1,2/9/2022,S1,PL,64,16,44.89795918,30-50%
1273,143000,143000,60,M,พนักงานบริษัท,20000,CAR,TOYOTA,VIOS,2009,BL,191000,S1,4/11/2022,S1,PL,28,14,74.86910995,65-75%
1274,28000,26416.64,24,M,พนักงานบริษัท,20000,MC,HONDA,WAVE 110 I,2019,DU,44000,S1,3/10/2022,S1,PL,33,4,63.63636364,65-75%
1275,31500,31284.64,36,M,เกษตรกร,12000,MC,HONDA,WAVE 110 I,2019,DO,42000,S1,5/11/2022,S1,PL,57,4,75,65-75%
1276,33000,30733.73,36,M,เกษตรกร,10000,MC,YAMAHA,AEROX 155,2018,AF,44000,S1,25/7/2022,S1,PL,50,5,75,65-75%
1277,5400,4952.27,12,M,อื่นๆ,12000,MC,HONDA,WAVE 100,2006,AI,18000,S1,7/11/2022,S1,PL,44,17,30,30%
1278,14000,14000,24,M,อาจารย์,10000,MC,HONDA,WAVE 110 I,2009,AF,19000,S1,25/11/2022,S1,PL,28,14,73.68421053,65-75%
1279,96000,94957.88,60,F,STREET VENDOR,7800,PU,NISSAN,FRONTIER,2004,AP,159000,S1,1/12/2022,S1,PL,42,19,60.37735849,65-75%
1280,16000,16000,24,F,เกษตรกร,10000,MC,HONDA,MSX 125,2015,BK,28500,S1,22/12/2022,S1,PL,52,8,56.14035088,50-65%
1281,30000,30000,24,F,เกษตรกร,15000,PU,TOYOTA,HILUX REVO,2017,FQ,572500,S1,20/12/2022,S1,PL,41,6,5.240174672,30%
1282,27000,26799.44,36,F,STREET VENDOR,10000,MC,HONDA,WAVE 110 I,2012,BC,36000,S1,18/10/2022,S1,PL,62,11,75,65-75%
1283,260000,255017.06,48,M,พนักงานบริษัท,32500,CAR,TOYOTA,CAMRY,2010,AC,346000,S1,27/8/2022,S1,PL,61,13,75.14450867,75%
1285,35000,33026.48,24,M,ข้าราชการ,20000,MC,YAMAHA,N-MAX 155,2017,CQ,46500,S1,20/9/2022,S1,PL,43,6,75.2688172,75%
1286,5400,4952.27,12,M,อื่นๆ,12000,MC,HONDA,WAVE 100,2006,AI,18000,S1,7/11/2022,S1,PL,44,17,30,30%
1287,60000,47457.23,12,M,STREET VENDOR,30000,PU,NISSAN,FRONTIER,2004,AU,116500,S1,26/8/2022,S1,PL,49,19,51.50214592,50-65%
1288,140000,138674.36,60,M,เกษตรกร,25000,CAR,HONDA,CIVIC,2005,DJ,223500,S1,3/11/2022,S1,PL,41,18,62.63982103,65-75%
1289,18300,17559.63,18,M,STREET VENDOR,16000,MC,YAMAHA,MIO 125I,2012,AO,24500,S1,16/11/2022,S1,PL,32,11,74.69387755,65-75%
1290,234000,234000,60,F,ข้าราชการ,35000,CAR,TOYOTA,YARIS,2014,AJ,311000,S1,7/11/2022,S1,PL,33,9,75.24115756,75%
1291,27000,27000,36,M,พนักงานรัฐวิสาหกิจ,16000,MC,HONDA,WAVE 110 I,2012,BC,36000,S1,28/11/2022,S1,PL,45,11,75,65-75%
1292,3700,3700,12,M,ข้าราชการ,21320,MC,HONDA,CLICK 110,2006,AA,12500,S1,15/12/2022,S1,PL,59,17,29.6,30%
1293,130000,130000,24,F,พนักงานบริษัท,19000,PU,ISUZU,D-MAX,2004,BA,190500,S1,7/12/2022,S1,PL,52,19,68.24146982,65-75%
1294,33000,32143.82,36,M,เกษตรกร,13000,MC,HONDA,DREAM 110,2016,CB,45000,S1,8/12/2022,S1,PL,27,7,73.33333333,65-75%
1295,200000,196316.67,48,F,เกษตรกร,30000,PU,ISUZU,D-MAX,2013,CO,418000,S1,15/11/2022,S1,PL,36,10,47.84688995,30-50%
1298,40000,40000,36,M,อื่นๆ,20000,MC,YAMAHA,GRAND FILANO 125,2020,AU,53500,S1,30/12/2022,S1,PL,65,3,74.76635514,65-75%
1299,160000,160000,60,M,เกษตรกร,30000,PU,ISUZU,ELF,2005,CL,240500,S1,3/11/2022,S1,PL,39,18,66.52806653,65-75%
1300,150000,150000,60,M,STREET VENDOR,25000,PU,ISUZU,D-MAX,2003,AR,197500,S1,7/9/2022,S1,PL,61,20,75.94936709,75%
1301,246000,245834.08,60,M,พนักงานบริษัท,16600,PU,TOYOTA,HILUX VIGO,2012,EN,359000,S1,12/10/2022,S1,PL,42,11,68.52367688,65-75%
1302,40000,40000,36,F,พนักงานบริษัท,20000,MC,HONDA,CLICK 150I,2021,AW,53500,S1,1/12/2022,S1,PL,25,2,74.76635514,65-75%
1303,25000,24779.96,36,F,อื่นๆ,20000,MC,HONDA,SUPER CUB 110,2019,DA,38000,S1,8/11/2022,S1,PL,47,4,65.78947368,65-75%
1304,150000,1583.59,60,M,พนักงานบริษัท,16000,PU,ISUZU,D-MAX,2005,CE,217000,S1,28/11/2022,S1,PL,28,18,69.12442396,65-75%
1305,17000,14728.57,12,F,STREET VENDOR,10000,MC,HONDA,MSX 125,2013,AQ,23500,S1,16/9/2022,S1,PL,22,10,72.34042553,65-75%
1306,30000,29133.65,36,M,พนักงานบริษัท,20000,MC,HONDA,CLICK 125I,2021,AV,43500,S1,16/8/2022,S1,PL,33,2,68.96551724,65-75%
1307,27000,27000,36,F,พนักงานบริษัท,18000,MC,HONDA,WAVE 110 I,2012,BC,36000,S1,18/10/2022,S1,PL,44,11,75,65-75%
1309,28000,26403.89,24,F,อื่นๆ,13000,MC,HONDA,WAVE 110 I,2012,BF,38000,S1,6/7/2022,S1,PL,32,11,73.68421053,65-75%
1310,17000,17000,36,F,พนักงานบริษัท,12000,PU,MITSUBISHI,TRITON,2005,BR,212000,S1,14/11/2022,S1,PL,38,18,8.018867925,30%
1311,100000,100000,18,M,พนักงานบริษัท,35000,PU,FORD,RANGER,2014,AZ,389000,S1,23/12/2022,S1,PL,59,9,25.70694087,30%
1312,15000,12915.99,18,M,เกษตรกร,15000,MC,HONDA,WAVE 110 I,2010,AG,20000,S1,8/9/2022,S1,PL,42,13,75,65-75%
1313,170000,170000,60,M,เกษตรกร,30000,PU,MITSUBISHI,TRITON,2009,BD,247500,S1,5/8/2022,S1,PL,44,14,68.68686869,65-75%
1314,9000,8420.49,12,F,STREET VENDOR,10000,MC,YAMAHA,NOUVO 135,2008,AD,12000,S1,14/11/2022,S1,PL,51,15,75,65-75%
1316,20000,18131.97,24,F,พนักงานบริษัท,12000,MC,HONDA,WAVE 110 I,2018,DG,42000,S1,5/9/2022,S1,PL,28,5,47.61904762,30-50%
1317,50000,50000,36,M,อื่นๆ,20000,MC,HONDA,PCX 150,2020,ED,76500,S1,20/12/2022,S1,PL,32,3,65.35947712,65-75%
1318,18000,16218.58,18,M,อื่นๆ,9000,MC,HONDA,SCOOPY I,2013,BG,24000,S1,3/11/2022,S1,PL,53,10,75,65-75%
1320,170000,170000,60,F,พนักงานบริษัท,19600,CAR,TOYOTA,VIOS,2013,DX,274000,S1,17/11/2022,S1,PL,47,10,62.04379562,65-75%
1321,287000,287000,60,F,เกษตรกร,20000,PU,TOYOTA,HILUX VIGO,2013,FF,410000,S1,26/12/2022,S1,PL,61,10,70,65-75%
1322,100000,86350.82,24,M,STREET VENDOR,30000,VAN,TOYOTA,COMMUTER,2005,FF,247500,S1,5/9/2022,S1,PL,71,18,40.4040404,30-50%
1323,233000,231581.08,60,M,พนักงานบริษัท,28000,PU,MAZDA,BT-50PRO,2013,CC,346500,S1,10/10/2022,S1,PL,45,10,67.24386724,65-75%
1324,110000,109450.2,60,M,พนักงานบริษัท,15000,CAR,NISSAN,MARCH,2011,AU,177500,S1,7/11/2022,S1,PL,28,12,61.97183099,65-75%
1325,20000,19553.71,24,M,เกษตรกร,12000,MC,HONDA,WAVE 110I,2021,CH,38000,S1,2/11/2022,S1,PL,40,2,52.63157895,50-65%
1326,99000,99000,24,M,พนักงานบริษัท,30000,PU,CHEVROLET,COLORADO,2016,BF,326500,S1,27/12/2022,S1,PL,33,7,30.32159265,30-50%
1327,200000,180339.4,24,M,STREET VENDOR,30000,PU,TOYOTA,FORTUNER,2015,FO,729000,S1,19/9/2022,S1,PL,60,8,27.43484225,30%
1328,30000,27887.45,24,M,พนักงานบริษัท,18000,MC,HONDA,DREAM 110I,2018,DB,54000,S1,18/12/2022,S2,PL,30,5,55.55555556,50-65%
1329,300000,300000,60,M,ข้าราชการ,18200,PU,ISUZU,D-MAX,2012,BQ,431500,S1,10/11/2022,S1,PL,53,11,69.52491309,65-75%
1330,50000,48184.59,36,F,อื่นๆ,16000,MC,HONDA,PCX 160,2021,BS,77000,S1,26/10/2022,S1,PL,23,2,64.93506494,65-75%
1331,200000,199580.94,60,F,STREET VENDOR,35000,CAR,TOYOTA,YARIS,2013,AR,277000,S1,29/10/2022,S1,PL,54,10,72.20216606,65-75%
1332,36000,36000,36,M,อื่นๆ,15000,MC,YAMAHA,YZF R15,2017,CF,48500,S1,26/12/2022,S1,PL,28,6,74.22680412,65-75%
1334,15000,14651.54,36,F,อาจารย์,20000,MC,HONDA,SCOOPY I,2009,BA,20500,S1,9/9/2022,S1,PL,37,14,73.17073171,65-75%
1335,67600,67600,60,F,STREET VENDOR,30000,CAR,CHEVROLET,CAPTIVA,2008,AA,225500,S1,7/11/2022,S1,PL,44,15,29.97782705,30%
1336,30500,30486.62,24,F,เกษตรกร,15000,MC,HONDA,SUPER CUB 110I,2021,CA,41000,S1,14/9/2022,S1,PL,63,2,74.3902439,65-75%
1337,196000,195994.98,60,F,พนักงานบริษัท,20000,PU,MAZDA,BT-50PRO,2012,AL,280000,S1,27/8/2022,S1,PL,39,11,70,65-75%
1338,165000,165000,60,M,เกษตรกร,25000,TRUCK,ISUZU,NKR71L,2005,BA,220000,S1,28/10/2022,S1,PL,56,18,75,65-75%
1339,150000,150000,60,F,พนักงานบริษัท,11845,PU,TOYOTA,HILUX VIGO,2014,BM,300500,S1,6/12/2022,S1,PL,50,9,49.91680532,30-50%
1340,34000,27829.7,18,M,พนักงานบริษัท,35000,MC,YAMAHA,GRAND FILANO 125,2018,AT,49000,S1,1/8/2022,S1,PL,45,5,69.3877551,65-75%
1341,20000,19044.78,36,F,อื่นๆ,9000,MC,HONDA,WAVE 110 I,2019,DU,44000,S1,22/8/2022,S1,PL,53,4,45.45454545,30-50%
1342,8000,5610.44,12,F,อื่นๆ,20000,MC,HONDA,WAVE 110 I,2014,CH,35000,S1,23/7/2022,S1,PL,50,9,22.85714286,30%
1343,200000,188173.08,60,M,STREET VENDOR,30000,PU,ISUZU,D-MAX,2012,BV,352000,S1,30/6/2022,S1,PL,40,11,56.81818182,50-65%
1344,270000,266861.39,60,F,พนักงานบริษัท,10000,CAR,TOYOTA,YARISATIV,2017,EB,360500,S1,24/8/2022,S1,PL,32,6,74.89597781,65-75%
1345,300000,297191.53,48,M,พนักงานบริษัท,40000,PU,TOYOTA,HILUX VIGO,2013,EV,436000,S1,17/11/2022,S1,PL,49,10,68.80733945,65-75%
1347,33000,33000,36,F,STREET VENDOR,7500,MC,HONDA,WAVE 110 I,2019,DU,44000,S1,20/12/2022,S1,PL,46,4,75,65-75%
1348,180000,180000,60,M,พนักงานบริษัท,15000,VAN,TOYOTA,HIACE,2003,ER,239000,S1,9/11/2022,S1,PL,52,20,75.31380753,75%
1349,13500,12617,24,F,STREET VENDOR,15000,MC,HONDA,WAVE 110 I,2008,AA,18000,S1,21/9/2022,S1,PL,46,15,75,65-75%
1350,127000,124928.92,60,M,STREET VENDOR,15000,PU,TOYOTA,HILUX VIGO,2007,CM,181500,S1,16/8/2022,S1,PL,62,16,69.97245179,65-75%
