,Principal Approve Amount,Principal Amount,Repayment Tenor Month Number,Gender,Occupation Description,Total Income Amount (Month),Collateral Type Code,Vehicle Brand,Vehicle Model,Vehicle Release Year,Vehicle Sub Model,Evaluation Amount,System CAR Code (Daily),System CAR Code Date,Final CAR Code Previous Month,DPD,age,Vehicle Age
232,249000.0,244012.08,48,M,พนักงานบริษัท,20000.0,PU,ISUZU,MU-7,2011,AD,435500,S1,2022-08-06,S1,PL,36,12
233,140000.0,140000.0,60,M,เลี้ยงสัตว์,30000.0,PU,TOYOTA,HILUX TIGER,2003,BD,179500,S1,2022-12-26,S1,PL,33,20
234,29000.0,26831.45,24,M,อื่นๆ,20000.0,MC,HONDA,CLICK 125I,2018,BA,39000,S1,2022-11-03,S1,PL,56,5
235,33000.0,32751.54,36,F,STREET VENDOR,18000.0,MC,HONDA,WAVE 110 I,2020,EH,45000,S1,2022-09-26,S1,PL,44,3
236,40000.0,38317.77,24,F,อื่นๆ,15000.0,CAR,HONDA,CITY,2003,AC,108500,S1,2022-12-06,S1,PL,67,20
237,18000.0,18000.0,12,F,พนักงานบริษัท,15000.0,MC,HONDA,CLICK 125I,2013,AI,24500,S1,2022-12-29,S1,PL,32,10
238,200000.0,200000.0,60,F,STREET VENDOR,12000.0,CAR,SUZUKI,SWIFT,2013,AD,265500,S1,2022-11-29,S1,PL,35,10
239,290000.0,284719.66,48,M,พนักงานบริษัท,25000.0,PU,ISUZU,D-MAX,2016,CE,464500,S1,2022-08-25,S1,PL,52,7
240,12000.0,10690.6,24,M,พนักงานรัฐวิสาหกิจ,13000.0,MC,HONDA,WAVE 100,2009,AV,24000,S1,2022-10-29,S1,PL,35,14
241,26000.0,26000.0,36,F,STREET VENDOR,13000.0,MC,HONDA,WAVE 110 I,2013,CC,35500,S1,2022-10-17,S1,PL,30,10
242,33000.0,32930.2,18,F,อื่นๆ,10000.0,MC,HONDA,WAVE 110 I,2019,DU,44000,S1,2022-07-15,S1,PL,37,4
243,12000.0,11900.44,24,F,อื่นๆ,18000.0,MC,YAMAHA,FINO (4DO),2008,AA,17000,S1,2022-08-26,S1,PL,34,15
246,72000.0,72000.0,60,M,ข้าราชการ,36000.0,PU,SUZUKI,CARIBIAN,2005,AD,240000,S1,2022-10-29,S1,PL,40,18
247,150000.0,150000.0,60,M,อื่นๆ,12956.0,PU,ISUZU,ADVENTURE,2004,DB,189000,S1,2022-11-05,S1,PL,39,19
248,25000.0,20526.43,24,M,พนักงานบริษัท,12000.0,MC,HONDA,CBR 150,2016,AN,34000,S1,2022-10-19,S1,PL,28,7
249,157000.0,157000.0,60,F,พนักงานบริษัท,14000.0,CAR,TOYOTA,COROLLA ALTIS,2010,EJ,209000,S1,2022-12-15,S1,PL,39,13
250,173000.0,173000.0,60,M,พนักงานบริษัท,30000.0,PU,ISUZU,D-MAX,2005,CE,217000,S1,2022-10-27,S1,PL,31,18
251,20000.0,20000.0,18,F,พนักงานบริษัท,15000.0,MC,HONDA,WAVE 110 I,2019,DU,44000,S1,2022-12-08,S1,PL,42,4
252,110000.0,109424.26,60,F,อาจารย์,25000.0,CAR,TOYOTA,COROLLA ALTIS,2009,DO,245000,S1,2022-09-19,S1,PL,38,14
253,20000.0,20000.0,12,F,เกษตรกร,10000.0,MC,HONDA,WAVE 110 I,2018,DG,42000,S1,2022-12-30,S1,PL,46,5
255,29000.0,27834.59,24,M,อื่นๆ,12000.0,MC,HONDA,WAVE 110 I,2020,EI,45000,S1,2022-12-14,S1,PL,27,3
256,150000.0,150000.0,48,M,อื่นๆ,30000.0,PU,TOYOTA,HILUX VIGO,2005,CO,215000,S1,2022-10-06,S1,PL,51,18
258,111000.0,110820.49,36,M,พนักงานบริษัท,18000.0,CAR,HONDA,JAZZ,2005,BD,148500,S1,2022-10-28,S1,PL,33,18
259,50000.0,47648.71,36,M,STREET VENDOR,16000.0,CAR,TOYOTA,VIOS,2007,AR,141000,S1,2022-10-26,S1,PL,53,16
260,130000.0,128100.84,60,M,เกษตรกร,30000.0,PU,NISSAN,FRONTIER NAVARA,2007,BQ,186000,S1,2022-08-08,S1,PL,43,16
261,20000.0,18134.3,30,M,อื่นๆ,9000.0,MC,HONDA,SUPER CUB 110I,2016,BQ,27500,S1,2022-07-18,S1,PL,56,7
262,180000.0,180000.0,60,M,พนักงานบริษัท,15000.0,VAN,TOYOTA,HIACE,2003,ER,239000,S1,2022-11-09,S1,PL,52,20
263,28500.0,28500.0,36,M,พนักงานบริษัท,8900.0,MC,HONDA,WAVE 110 I,2015,CL,38000,S1,2022-12-18,S1,PL,47,8
264,133800.0,133800.0,60,F,STREET VENDOR,30000.0,PU,MITSUBISHI,TRITON,2011,AV,212500,S1,2022-10-27,S1,PL,32,12
265,15000.0,15000.0,12,F,เกษตรกร,15000.0,MC,HONDA,WAVE 100,2007,AI,20000,S1,2022-12-20,S1,PL,38,16
266,27000.0,25501.01,18,F,พนักงานบริษัท,13000.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S1,2022-08-16,S1,PL,42,11
267,33000.0,30879.57,36,M,อื่นๆ,10000.0,MC,HONDA,WAVE 110 I,2019,DU,44000,S1,2022-09-11,S1,PL,47,4
268,33000.0,32976.46,36,F,อื่นๆ,10000.0,MC,HONDA,WAVE 110 I,2020,EG,44000,S1,2022-10-27,S1,PL,37,3
269,15500.0,14666.31,24,F,STREET VENDOR,10000.0,MC,HONDA,WAVE 110 I,2011,AI,21000,S1,2022-09-22,S1,PL,53,12
270,20000.0,18652.73,24,M,อื่นๆ,15000.0,MC,HONDA,WAVE 110 I,2013,CI,36500,S1,2022-10-24,S1,PL,40,10
271,110000.0,110000.0,60,F,STREET VENDOR,13000.0,CAR,MITSUBISHI,MIRAGE,2012,BF,180000,S1,2022-12-14,S1,PL,52,11
273,37000.0,36511.77,60,F,เกษตรกร,25000.0,PU,ISUZU,DRAGON EYE,1998,EN,124500,S1,2022-09-06,S1,PL,57,25
274,15000.0,14638.94,24,M,เกษตรกร,20000.0,MC,HONDA,WAVE 110 I,2010,AG,20000,S1,2022-10-26,S1,PL,69,13
275,24000.0,23474.21,36,F,STREET VENDOR,15000.0,MC,YAMAHA,FINN 115I,2019,AK,32000,S1,2022-09-20,S1,PL,41,4
276,27500.0,26330.95,36,F,พนักงานบริษัท,15000.0,MC,HONDA,SCOOPY I,2019,CN,37000,S1,2022-07-25,S1,PL,27,4
279,110000.0,109746.0,60,F,พนักงานบริษัท,29000.0,CAR,TOYOTA,YARIS,2006,DH,170000,S1,2022-09-28,S1,PL,37,17
282,270000.0,270000.0,60,F,STREET VENDOR,30000.0,PU,ISUZU,D-MAX,2010,CI,339000,S1,2022-12-22,S1,PL,62,13
283,25500.0,25194.1,24,M,พนักงานรัฐวิสาหกิจ,22000.0,CAR,HONDA,CITY,1999,BP,84000,S1,2022-09-01,S1,PL,51,24
284,222000.0,222000.0,60,F,ข้าราชการ,31390.0,PU,MITSUBISHI,TRITON,2014,BB,318000,S1,2022-12-02,S1,PL,46,9
285,123000.0,123000.0,60,M,STREET VENDOR,30000.0,CAR,HONDA,JAZZ,2005,BJ,164000,S1,2022-10-25,S1,PL,50,18
286,70000.0,70000.0,12,M,พนักงานบริษัท,24000.0,PU,MITSUBISHI,TRITON,2005,BR,212000,S1,2022-11-30,S1,PL,39,18
287,20000.0,19430.77,36,M,STREET VENDOR,20000.0,MC,HONDA,WAVE 110 I,2014,CJ,36000,S1,2022-10-04,S1,PL,24,9
288,29985.66,29459.01,60,F,พนักงานบริษัท,11000.0,MC,HONDA,WAVE 125 I,2020,EC,40900,S2,2022-11-21,S2,PL,24,3
289,29000.0,27774.02,24,M,ข้าราชการ,15000.0,MC,HONDA,PCX 150I,2013,AS,38500,S1,2022-09-12,S1,PL,26,10
292,28600.0,27236.09,18,F,อื่นๆ,20000.0,MC,HONDA,WAVE 110 I,2019,DU,44000,S1,2022-10-25,S1,PL,49,4
293,15000.0,15000.0,12,F,STREET VENDOR,20000.0,MC,HONDA,CLICK 125I,2011,AZ,22000,S1,2022-12-21,S1,PL,46,12
294,24700.0,23590.62,24,M,STREET VENDOR,20000.0,MC,HONDA,WAVE 110I,2018,CO,33000,S1,2022-07-09,S1,PL,51,5
295,20000.0,18967.15,24,F,STREET VENDOR,15000.0,MC,HONDA,CLICK 125I,2018,BA,39000,S1,2022-09-14,S1,PL,24,5
298,25000.0,25000.0,24,F,STREET VENDOR,20000.0,PU,ISUZU,D-MAX,2010,AL,325500,S1,2022-11-29,S1,PL,25,13
299,17000.0,14626.08,12,F,อาจารย์,13500.0,MC,YAMAHA,GT 125,2018,AA,26000,S1,2022-10-01,S1,PL,29,5
301,48000.0,48000.0,36,F,อื่นๆ,12000.0,MC,HONDA,CBR 150,2022,AP,64000,S1,2022-11-05,S1,PL,38,1
302,170000.0,170000.0,60,M,เกษตรกร,20000.0,PU,TOYOTA,HILUX VIGO,2005,DU,237500,S1,2022-12-16,S1,PL,40,18
303,25000.0,24027.71,24,M,อื่นๆ,20000.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S1,2022-12-07,S1,PL,59,11
304,18000.0,17458.64,30,F,STREET VENDOR,10000.0,MC,YAMAHA,FINO (MLEKE),2012,AE,25000,S1,2022-07-25,S1,PL,47,11
306,27300.0,20376.39,30,F,อื่นๆ,8700.0,MC,HONDA,SUPER CUB 110,2018,CA,36500,S1,2022-07-24,S1,PL,35,5
307,39000.0,38319.73,48,M,อื่นๆ,14000.0,PU,ISUZU,DRAGON EYE,1997,AE,144500,S1,2022-10-10,S1,PL,51,26
308,20000.0,18523.48,18,F,เกษตรกร,15000.0,MC,HONDA,WAVE 110 I,2012,BE,37000,S1,2022-11-08,S1,PL,63,11
309,30000.0,28411.46,48,M,STREET VENDOR,25000.0,CAR,TOYOTA,SOLUNA,2002,FE,79000,S1,2022-08-29,S1,PL,68,21
310,33000.0,33000.0,24,F,พนักงานบริษัท,20000.0,MC,HONDA,WAVE 110 I,2019,DU,44000,S1,2022-12-26,S1,PL,52,4
311,180000.0,178265.2,60,F,STREET VENDOR,15000.0,PU,ISUZU,D-MAX,2006,CN,250000,S1,2022-09-06,S1,PL,39,17
312,100000.0,99905.61,48,F,พนักงานบริษัท,16000.0,CAR,HONDA,CIVIC,2005,AW,170000,S1,2022-09-09,S1,PL,34,18
313,33000.0,32181.81,36,F,อื่นๆ,8700.0,MC,HONDA,WAVE 110 I,2019,DU,44000,S1,2022-12-26,S1,PL,28,4
314,135000.0,135000.0,60,M,อื่นๆ,35000.0,PU,ISUZU,ADVENTURE,2004,DI,225000,S1,2022-12-26,S1,PL,46,19
315,27000.0,25332.89,36,M,อื่นๆ,12000.0,MC,HONDA,WAVE 110 I,2017,CV,42000,S1,2022-09-23,S1,PL,53,6
316,31700.0,29661.54,18,F,พนักงานบริษัท,20000.0,MC,HONDA,WAVE 110 I,2017,CV,42000,S1,2022-09-05,S1,PL,47,6
317,21500.0,19749.81,12,M,พนักงานบริษัท,20000.0,MC,YAMAHA,FINN 115I,2018,AI,28500,S1,2022-11-07,S1,PL,51,5
318,150000.0,145660.79,36,F,พนักงานบริษัท,30000.0,CAR,TOYOTA,COROLLA ALTIS,2012,GN,280000,S1,2022-12-18,S1,PL,51,11
319,33000.0,32884.47,36,F,เกษตรกร,30000.0,MC,HONDA,WAVE 110 I,2019,DU,44000,S1,2022-10-08,S1,PL,66,4
320,100000.0,99998.05,60,F,อื่นๆ,15000.0,CAR,MAZDA,2,2010,AC,157000,S1,2022-11-22,S1,PL,28,13
321,17000.0,14717.2,18,F,อื่นๆ,11820.0,MC,HONDA,SCOOPY I,2016,CP,32000,S1,2022-08-15,S1,PL,28,7
322,99700.0,99700.0,48,M,อื่นๆ,20000.0,PU,ISUZU,DRAGON POWER,2000,ET,165000,S1,2022-10-12,S1,PL,29,23
323,18500.0,17905.81,36,F,อื่นๆ,9000.0,MC,YAMAHA,FINO (MLEKE),2012,AE,25000,S1,2022-12-16,S2,PL,40,11
324,69000.0,69000.0,36,M,อื่นๆ,20000.0,TRUCK,HINO,FF177,1990,BF,230000,S1,2022-11-18,S1,PL,44,33
325,200000.0,187567.52,24,F,พนักงานบริษัท,22000.0,PU,TOYOTA,HILUX VIGO,2007,DG,305500,S1,2022-09-02,S1,PL,28,16
326,260000.0,260000.0,60,F,เกษตรกร,20000.0,CAR,TOYOTA,YARIS,2016,CB,348000,S1,2022-10-20,S1,PL,48,7
327,21000.0,20944.85,24,F,อื่นๆ,16000.0,MC,HONDA,MSX 125,2017,BP,28000,S1,2022-09-17,S1,PL,23,6
328,16600.0,16197.03,36,F,พนักงานบริษัท,15000.0,MC,HONDA,SCOOPY I,2011,BB,22000,S1,2022-10-03,S1,PL,39,12
329,92000.0,87821.01,36,F,STREET VENDOR,35000.0,CAR,MITSUBISHI,MIRAGE,2012,BG,155000,S1,2022-08-16,S1,PL,40,11
331,230000.0,227122.67,60,F,เกษตรกร,30000.0,PU,ISUZU,D-MAX,2007,CV,286000,S1,2022-10-20,S1,PL,55,16
332,18000.0,17018.0,18,M,เกษตรกร,20000.0,MC,YAMAHA,FINO (MLEKE),2012,AE,25000,S1,2022-10-17,S1,PL,43,11
334,130000.0,110262.06,12,M,พนักงานบริษัท,24000.0,CAR,TOYOTA,VIOS,2011,BE,237500,S1,2022-08-22,S1,PL,46,12
335,26300.0,26214.56,36,F,อื่นๆ,9000.0,MC,HONDA,WAVE 110 I,2012,AZ,35000,S1,2022-11-22,S1,PL,36,11
336,33000.0,31941.21,24,M,พนักงานบริษัท,17000.0,MC,HONDA,WAVE 110 I,2020,EI,45000,S1,2022-11-30,S1,PL,46,3
337,30000.0,26237.76,24,F,อื่นๆ,19600.0,MC,HONDA,WAVE 110 I,2017,CV,42000,S1,2022-08-03,S1,PL,41,6
338,187200.0,187116.3,60,M,อื่นๆ,20000.0,PU,TOYOTA,HILUX VIGO,2008,EL,234000,S1,2022-08-24,S1,PL,58,15
340,16500.0,16500.0,36,M,อื่นๆ,15000.0,MC,HONDA,MSX 125,2012,BU,22000,S1,2022-12-28,S1,PL,34,11
342,235000.0,232416.69,60,M,STREET VENDOR,25000.0,PU,TOYOTA,HILUX VIGO,2007,CW,292000,S1,2022-08-31,S1,PL,32,16
343,23000.0,21728.73,24,M,อื่นๆ,15000.0,MC,GPX,DEMON 150,2018,AC,33000,S1,2022-10-01,S1,PL,37,5
344,16000.0,15426.43,18,F,อื่นๆ,9000.0,MC,YAMAHA,FILANO,2011,AG,21500,S1,2022-11-05,S1,PL,52,12
345,18000.0,16359.52,24,M,ข้าราชการ,35000.0,PU,MITSUBISHI,TRITON,2008,CI,271500,S1,2022-09-09,S1,PL,53,15
349,84500.0,84500.0,48,F,STREET VENDOR,20000.0,CAR,TOYOTA,VIOS,2004,BE,112000,S1,2022-11-28,S1,PL,35,19
350,27000.0,27000.0,36,M,STREET VENDOR,14000.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S1,2022-12-14,S1,PL,57,11
351,12000.0,10462.97,24,M,พนักงานบริษัท,20000.0,MC,HONDA,CLICK 110I,2008,AU,17000,S1,2022-07-27,S1,PL,47,15
352,50000.0,48056.29,24,F,พนักงานรัฐวิสาหกิจ,26530.0,CAR,TOYOTA,COROLLA ALTIS,2009,DP,211500,S1,2022-12-07,S1,PL,38,14
353,31000.0,26723.9,24,F,อื่นๆ,12000.0,MC,HONDA,WAVE 110 I,2018,DG,42000,S1,2022-08-23,S1,PL,47,5
354,260000.0,260000.0,60,M,พนักงานบริษัท,23000.0,PU,MITSUBISHI,TRITON,2020,AN,380000,S1,2022-09-19,S1,PL,43,3
357,180000.0,180000.0,48,F,STREET VENDOR,15000.0,PU,TOYOTA,HILUX VIGO,2006,CK,226000,S1,2022-12-22,S1,PL,45,17
358,200000.0,199229.87,60,M,อื่นๆ,19000.0,PU,ISUZU,D-MAX,2008,BE,270500,S1,2022-10-20,S1,PL,36,15
360,23900.0,23355.6,24,M,อื่นๆ,25000.0,MC,SUZUKI,SMASH 115,2020,AZ,34000,S1,2022-10-18,S1,PL,34,3
361,280000.0,276073.47,60,F,พนักงานบริษัท,18000.0,PU,NISSAN,NAVARA,2018,DI,407000,S1,2022-10-02,S1,PL,32,5
362,13000.0,13000.0,36,F,เกษตรกร,20000.0,MC,HONDA,CLICK 110I,2009,AC,17500,S1,2022-12-21,S1,PL,54,14
363,11000.0,10958.14,12,F,STREET VENDOR,13000.0,MC,YAMAHA,SPARK 115 I,2012,AI,17000,S1,2022-10-21,S2,PL,42,11
364,150000.0,150000.0,60,M,อื่นๆ,20000.0,VAN,TOYOTA,COMMUTER,2002,DE,203000,S1,2022-09-24,S1,PL,28,21
366,15000.0,13346.88,24,F,พนักงานบริษัท,16000.0,MC,YAMAHA,FINO 115,2014,AO,20000,S1,2022-10-03,S1,PL,33,9
367,160000.0,160000.0,60,M,พนักงานบริษัท,12000.0,CAR,MG,MG3,2016,BA,232000,S1,2022-12-26,S1,PL,30,7
368,33000.0,32424.18,24,M,อื่นๆ,10000.0,MC,HONDA,WAVE 110 I,2021,DM,44000,S1,2022-10-25,S1,PL,60,2
369,150000.0,150000.0,60,F,อื่นๆ,12000.0,PU,ISUZU,D-MAX,2004,BW,220000,S1,2022-12-07,S1,PL,28,19
370,72000.0,72000.0,54,F,อื่นๆ,26000.0,CAR,TOYOTA,VIOS,2003,ED,106000,S1,2022-10-28,S1,PL,46,20
372,250000.0,247561.3,60,F,พนักงานบริษัท,16000.0,PU,ISUZU,D-MAX,2015,AM,494000,S1,2022-12-07,S2,PL,44,8
373,39000.0,37928.1,36,F,STREET VENDOR,30000.0,MC,HONDA,DREAM 110I,2017,CO,53000,S1,2022-11-22,S1,PL,51,6
374,27000.0,26575.39,24,F,ข้าราชการ,23000.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S1,2022-10-17,S1,PL,40,11
375,33200.0,31661.53,36,F,อื่นๆ,22000.0,MC,HONDA,WAVE 110 I,2021,DM,44000,S1,2022-10-25,S1,PL,39,2
376,26400.0,26396.74,36,M,พนักงานรัฐวิสาหกิจ,8500.0,MC,HONDA,WAVE 110 I,2012,AZ,35000,S1,2022-11-03,S1,PL,27,11
377,12800.0,11957.3,36,F,เกษตรกร,12000.0,MC,YAMAHA,FINO (4DO),2009,AA,17000,S1,2022-10-03,S1,PL,51,14
379,50000.0,50000.0,36,F,พนักงานบริษัท,20000.0,MC,VESPA,SPRINT 150,2019,AN,80000,S1,2022-12-25,S1,PL,34,4
380,205000.0,204912.12,60,M,พนักงานบริษัท,22400.0,CAR,NISSAN,SYLPHY,2013,AF,321500,S1,2022-09-14,S1,PL,42,10
381,41000.0,40146.61,36,F,อื่นๆ,12000.0,CAR,NISSAN,SUNNY,2005,AL,136000,S1,2022-08-03,S1,PL,32,18
382,247000.0,247000.0,60,M,STREET VENDOR,30000.0,PU,ISUZU,D-MAX,2008,DS,353000,S1,2022-12-19,S1,PL,55,15
383,29200.0,28711.47,24,F,อื่นๆ,15000.0,MC,HONDA,PCX 150,2012,BU,39000,S1,2022-09-23,S1,PL,38,11
384,50000.0,49599.22,36,F,อาจารย์,23000.0,CAR,MAZDA,2,2011,AB,174000,S1,2022-11-04,S1,PL,46,12
385,9700.0,9529.06,36,M,STREET VENDOR,19000.0,MC,YAMAHA,FINO (4DO),2007,AA,13000,S1,2022-08-04,S1,PL,63,16
386,100000.0,97994.39,36,F,พนักงานบริษัท,26000.0,CAR,HONDA,JAZZ,2011,BJ,300000,S1,2022-11-10,S1,PL,46,12
388,26200.0,26200.0,36,F,STREET VENDOR,15000.0,MC,HONDA,WAVE 110 I,2014,CH,35000,S1,2022-12-07,S1,PL,51,9
389,31500.0,31500.0,24,F,อื่นๆ,15000.0,MC,HONDA,WAVE 110 I,2019,DO,42000,S1,2022-11-27,S1,PL,46,4
390,25500.0,24627.91,36,F,พนักงานบริษัท,16000.0,MC,HONDA,WAVE 110 I,2013,BU,34000,S1,2022-09-10,S1,PL,32,10
391,147000.0,147000.0,60,M,ข้าราชการ,20640.0,CAR,TOYOTA,VIOS,2011,BA,219000,S1,2022-12-14,S1,PL,35,12
392,16000.0,16000.0,18,F,พนักงานบริษัท,10500.0,MC,HONDA,SCOOPY I,2010,AS,23000,S1,2022-12-16,S1,PL,53,13
393,20000.0,20000.0,12,M,พนักงานบริษัท,22000.0,MC,HONDA,CLICK 150I,2018,BE,47000,S1,2022-12-20,S1,PL,36,5
394,130000.0,129936.99,48,M,พนักงานบริษัท,15000.0,CAR,MITSUBISHI,MIRAGE,2013,AF,207500,S1,2022-09-20,S1,PL,58,10
396,140000.0,138415.36,60,F,พนักงานบริษัท,35000.0,CAR,FORD,FIESTA,2014,BW,218000,S1,2022-10-03,S1,PL,37,9
397,30000.0,28403.31,36,M,เกษตรกร,20000.0,MC,HONDA,WAVE 110 I,2019,DS,43000,S1,2022-12-02,S1,PL,45,4
398,246000.0,246000.0,60,F,อาจารย์,37420.0,CAR,TOYOTA,CAMRY,2010,AD,359000,S1,2022-12-03,S1,PL,43,13
399,4800.0,4765.37,24,M,เกษตรกร,9000.0,MC,YAMAHA,GRAND FILANO 125,2016,CJ,34000,S1,2022-09-14,S1,PL,52,7
400,136000.0,136000.0,60,F,อื่นๆ,10000.0,PU,TOYOTA,HILUX TIGER,2002,DH,169000,S1,2022-11-18,S1,PL,46,21
402,5900.0,5900.0,12,F,อื่นๆ,12000.0,MC,RYUKA,CLASSIC,2019,AB,19500,S1,2022-12-21,S1,PL,61,4
403,130000.0,127867.43,60,M,เกษตรกร,20000.0,PU,MITSUBISHI,TRITON,2012,CA,265000,S1,2022-10-31,S1,PL,34,11
404,240000.0,239789.09,48,M,พนักงานบริษัท,21666.0,CAR,TOYOTA,COROLLA ALTIS,2013,DT,321000,S1,2022-08-13,S1,PL,53,10
405,20000.0,19835.48,36,F,อื่นๆ,10000.0,MC,HONDA,WAVE 125 I,2015,CD,27000,S1,2022-11-04,S1,PL,49,8
406,170000.0,165780.34,60,F,เกษตรกร,20000.0,PU,TOYOTA,HILUX VIGO,2006,CK,226000,S1,2022-08-04,S1,PL,66,17
407,15000.0,12598.82,12,F,STREET VENDOR,15000.0,MC,YAMAHA,FINO (MLEKE),2010,AL,23500,S1,2022-08-01,S1,PL,45,13
408,40000.0,38238.23,36,M,อื่นๆ,20000.0,MC,YAMAHA,GRAND FILANO 125,2020,AU,53500,S1,2022-08-14,S1,PL,34,3
411,26000.0,26000.0,30,M,พนักงานบริษัท,13500.0,MC,HONDA,WAVE 110 I,2013,BW,35000,S1,2022-12-06,S1,PL,35,10
412,30000.0,29913.91,24,F,เกษตรกร,10000.0,MC,HONDA,WAVE 110 I,2017,CR,40000,S1,2022-09-16,S1,PL,26,6
413,18000.0,14742.66,18,F,พนักงานบริษัท,23000.0,MC,HONDA,SCOOPY I,2015,BO,25000,S1,2022-07-18,S1,PL,36,8
414,142000.0,142000.0,60,M,เกษตรกร,30000.0,PU,ISUZU,DRAGON POWER,2002,CU,177500,S1,2022-11-08,S1,PL,58,21
416,32000.0,32000.0,36,M,เกษตรกร,20000.0,MC,HONDA,WAVE 110 I,2020,EE,43000,S1,2022-10-22,S1,PL,34,3
417,217000.0,216903.35,60,F,STREET VENDOR,25000.0,PU,ISUZU,D-MAX,2008,BE,270500,S1,2022-10-18,S1,PL,40,15
418,250000.0,243081.34,48,F,เกษตรกร,20000.0,PU,ISUZU,D-MAX,2012,CA,386000,S1,2022-10-26,S1,PL,52,11
420,32000.0,31834.85,36,F,เกษตรกร,20000.0,MC,HONDA,WAVE 110 I,2020,EE,43000,S1,2022-11-02,S1,PL,46,3
421,99700.0,92374.86,36,F,STREET VENDOR,36000.0,MC,YAMAHA,X-MAX 300,2019,CF,133000,S1,2022-08-14,S1,PL,53,4
422,24000.0,24000.0,36,M,อื่นๆ,18000.0,MC,YAMAHA,LEXI 125,2018,BD,32500,S1,2022-12-19,S1,PL,49,5
423,14000.0,13339.91,36,M,STREET VENDOR,20000.0,MC,HONDA,CLICK 125I,2011,AZ,22000,S1,2022-08-09,S1,PL,52,12
424,28000.0,27580.31,36,F,อื่นๆ,10000.0,MC,HONDA,ZOOMER X 110I,2019,DK,38000,S1,2022-11-24,S1,PL,31,4
426,50000.0,50000.0,36,F,พนักงานบริษัท,13000.0,MC,HONDA,PCX 150,2019,DN,72000,S1,2022-12-21,S1,PL,44,4
427,50000.0,47676.89,36,M,พนักงานบริษัท,15000.0,MC,HONDA,PCX 150,2019,DN,72000,S1,2022-11-08,S1,PL,27,4
428,29000.0,26386.44,24,F,STREET VENDOR,25000.0,MC,HONDA,WAVE 110 I,2016,CK,39000,S1,2022-10-10,S1,PL,37,7
429,24000.0,22690.85,24,M,อื่นๆ,12000.0,MC,HONDA,WAVE 110 I,2015,CK,37000,S1,2022-09-30,S1,PL,38,8
430,33000.0,32915.24,36,M,อื่นๆ,8000.0,MC,HONDA,WAVE 110 I,2020,EG,44000,S1,2022-10-12,S1,PL,35,3
431,23000.0,21918.22,18,M,พนักงานบริษัท,30000.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S1,2022-11-21,S1,PL,44,11
432,103000.0,102111.08,60,M,พนักงานบริษัท,15000.01,CAR,TOYOTA,COROLLA ALTIS,2004,AO,159000,S1,2022-08-30,S1,PL,32,19
434,100000.0,93910.67,36,M,ข้าราชการ,39600.0,PU,ISUZU,D-MAX,2003,BE,181500,S1,2022-10-01,S1,PL,55,20
435,60000.0,59961.65,48,M,อื่นๆ,15000.0,PU,ISUZU,D-MAX,2012,CB,394500,S1,2022-11-27,S1,PL,29,11
436,153400.0,153335.82,60,F,อื่นๆ,10000.0,CAR,HONDA,BRIO,2013,AR,236000,S1,2022-09-06,S1,PL,46,10
437,31000.0,30959.54,30,F,STREET VENDOR,15000.0,MC,HONDA,WAVE 110 I,2017,CV,42000,S1,2022-09-06,S1,PL,46,6
438,10000.0,6954.75,18,F,STREET VENDOR,22000.0,MC,YAMAHA,FINO (4DO),2009,AA,20000,S1,2022-06-29,S1,PL,32,14
439,22000.0,20311.11,24,F,อื่นๆ,10000.0,MC,HONDA,WAVE 110 I,2012,AZ,35000,S1,2022-07-19,S1,PL,28,11
440,26000.0,24928.28,36,M,อื่นๆ,14000.0,MC,HONDA,WAVE 110 I,2018,DE,41000,S1,2022-10-19,S1,PL,33,5
441,18500.0,18321.98,24,M,พนักงานบริษัท,14000.0,MC,YAMAHA,FINO (MLEKE),2012,AE,25000,S1,2022-08-11,S1,PL,28,11
442,30000.0,28496.0,36,F,STREET VENDOR,20000.0,MC,HONDA,WAVE 110 I,2021,DP,46000,S1,2022-09-02,S1,PL,35,2
443,130000.0,130000.0,60,F,พนักงานบริษัท,20000.0,PU,ISUZU,D-MAX,2005,CE,217000,S1,2022-12-01,S1,PL,43,18
444,16500.0,16500.0,12,F,STREET VENDOR,11380.0,MC,HONDA,SCOOPY I,2011,AR,24000,S1,2022-12-02,S1,PL,47,12
445,22500.0,21998.43,24,F,STREET VENDOR,15000.0,MC,YAMAHA,FINO 125,2018,AL,30000,S1,2022-10-05,S1,PL,65,5
446,15000.0,14494.44,36,M,พนักงานบริษัท,15000.0,MC,HONDA,SCOOPY I,2014,BX,20000,S1,2022-10-10,S1,PL,35,9
447,98000.0,98000.0,48,M,อื่นๆ,20000.0,CAR,HONDA,CITY,2003,CK,130000,S1,2022-10-31,S1,PL,48,20
449,20000.0,20000.0,12,F,STREET VENDOR,12000.0,MC,HONDA,WAVE 110 I,2013,CC,35500,S1,2022-12-06,S1,PL,37,10
450,140000.0,138415.36,60,F,พนักงานบริษัท,35000.0,CAR,FORD,FIESTA,2014,BW,218000,S1,2022-10-03,S1,PL,37,9
