,Principal Approve Amount,Principal Amount,Repayment Tenor Month Number,Gender,Occupation Description,Total Income Amount (Month),Collateral Type Code,Vehicle Brand,Vehicle Model,Vehicle Release Year,Vehicle Sub Model,Evaluation Amount,System CAR Code (Daily),System CAR Code Date,Final CAR Code Previous Month,DPD,age,Vehicle Age
696,130000.0,128360.03,60,F,เกษตรกร,12000.0,CAR,MITSUBISHI,MIRAGE,2013,AF,207500,S1,2022-08-02,S1,PL,35,10
697,165000.0,165000.0,60,F,STREET VENDOR,30000.0,CAR,TOYOTA,VIOS,2010,DX,222000,S2,2023-01-12,S1,PL,41,13
699,21000.0,19947.38,18,F,อื่นๆ,10000.0,MC,YAMAHA,MIO 125I,2014,AW,28000,S1,2022-09-12,S1,PL,62,9
700,29000.0,29000.0,36,M,STREET VENDOR,30000.0,MC,HONDA,WAVE 110 I,2016,CI,39000,S1,2022-11-14,S1,PL,34,7
701,24000.0,23767.51,24,F,พนักงานบริษัท,10000.0,MC,HONDA,SCOOPY I,2017,CA,32000,S1,2022-10-07,S1,PL,26,6
702,235000.0,235000.0,60,F,พนักงานบริษัท,20000.0,PU,TOYOTA,HILUX VIGO,2009,FG,292000,S2,2023-01-09,S1,PL,43,14
704,24000.0,23722.59,12,M,พนักงานบริษัท,20000.0,MC,HONDA,SCOOPY I,2018,AO,45000,S1,2022-10-25,S1,PL,26,5
705,200000.0,197486.11,60,M,เกษตรกร,20000.0,PU,MAZDA,BT-50PRO,2013,AP,316000,S1,2022-07-18,S1,PL,56,10
706,30000.0,29024.44,24,M,พนักงานบริษัท,25000.0,MC,HONDA,WAVE 110 I,2017,CR,40000,S1,2022-10-08,S1,PL,41,6
707,35000.0,34999.82,36,M,อื่นๆ,21900.0,MC,HONDA,CB 150,2017,AI,47500,S2,2023-01-06,S1,PL,38,6
708,36000.0,36000.0,36,M,พนักงานบริษัท,23000.0,MC,HONDA,CLICK 150I,2019,BH,48500,S2,2023-01-06,S1,PL,34,4
709,25000.0,23322.17,30,F,เกษตรกร,10000.0,MC,YAMAHA,FINN 115I,2022,AH,39000,S1,2022-08-29,S1,PL,55,1
710,26300.0,25077.97,36,F,อื่นๆ,10000.0,MC,HONDA,DREAM 110,2011,AF,35000,S1,2022-10-27,S1,PL,37,12
711,27000.0,26353.4,36,F,พนักงานบริษัท,15000.0,MC,HONDA,SCOOPY I,2019,CN,37000,S1,2022-09-19,S1,PL,24,4
713,26000.0,21697.43,18,F,เกษตรกร,15000.0,MC,HONDA,WAVE 110 I,2016,CM,40000,S1,2022-06-30,S1,PL,37,7
714,26400.0,26400.0,24,F,เกษตรกร,15000.0,MC,HONDA,WAVE 110 I,2013,BW,35000,S1,2022-10-21,S1,PL,38,10
715,27000.0,26085.38,24,F,STREET VENDOR,15000.0,MC,HONDA,WAVE 110 I,2014,CJ,36000,S2,2023-01-12,S1,PL,28,9
716,30000.0,29753.22,36,M,อื่นๆ,10000.0,MC,HONDA,WAVE 110 I,2017,CT,41000,S1,2022-09-16,S1,PL,41,6
717,240000.0,238676.22,60,F,ข้าราชการ,22230.0,PU,TOYOTA,HILUX VIGO,2009,EW,308000,S1,2022-11-09,S2,PL,40,14
718,16453.79,15942.01,60,M,อื่นๆ,23300.0,MC,GPX,DEMON 150,2017,AB,25500,S2,2022-11-03,S2,PL,37,6
719,247600.0,247600.0,60,F,พนักงานบริษัท,16172.0,PU,ISUZU,D-MAX,2007,CO,309500,S1,2022-08-20,S1,PL,45,16
722,30000.0,28523.22,24,F,เกษตรกร,10000.0,MC,HONDA,WAVE 110 I,2017,CR,40000,S1,2022-09-05,S1,PL,28,6
723,115000.0,113042.2,36,F,ข้าราชการ,13280.0,CAR,TOYOTA,VIOS,2008,AL,188000,S2,2023-01-06,S1,PL,33,15
724,200000.0,199983.52,60,M,STREET VENDOR,30000.0,PU,ISUZU,D-MAX,2006,CN,250000,S1,2023-01-09,S2,PL,46,17
725,127000.0,126917.51,60,F,STREET VENDOR,30000.0,CAR,HONDA,ACCORD,2004,AD,195500,S1,2022-08-15,S1,PL,40,19
726,22900.0,22172.47,30,M,อื่นๆ,9000.0,MC,HONDA,WAVE 110 I,2013,BW,35000,S1,2022-09-13,S1,PL,28,10
728,200000.0,195618.56,36,F,อื่นๆ,18000.0,CAR,TOYOTA,COROLLA ALTIS,2014,BB,309000,S2,2023-01-06,S1,PL,52,9
729,27000.0,26933.13,24,F,เกษตรกร,20000.0,MC,HONDA,WAVE 110 I,2015,CI,37000,S2,2023-01-03,S1,PL,40,8
730,220000.0,220000.0,60,M,พนักงานบริษัท,25000.0,PU,MITSUBISHI,TRITON,2011,BG,314500,S1,2022-08-05,S1,PL,44,12
732,9000.0,8789.71,36,M,พนักงานบริษัท,12000.0,MC,HONDA,SCOOPY I,2010,BC,21000,S1,2022-09-13,S1,PL,29,13
733,214000.0,214000.0,60,F,พนักงานบริษัท,30000.0,CAR,HONDA,CR-V,2007,AF,286500,S2,2023-01-06,S1,PL,44,16
734,9000.0,8297.2,18,F,อื่นๆ,10000.0,MC,YAMAHA,NOUVO 135,2008,AD,12000,S1,2022-09-16,S1,PL,56,15
735,120000.0,120000.0,36,F,STREET VENDOR,18000.0,PU,TOYOTA,HILUX VIGO,2005,CQ,222000,S2,2023-01-09,S1,PL,46,18
736,250000.0,246696.91,60,M,เกษตรกร,30000.0,PU,TOYOTA,HILUX VIGO,2011,DW,340500,S1,2023-01-11,S2,PL,51,12
737,81900.0,81900.0,60,F,พนักงานบริษัท,20000.0,CAR,HONDA,CITY,2003,CK,130000,S2,2023-01-09,S1,PL,45,20
738,6900.0,6337.65,24,F,อื่นๆ,18000.0,MC,HONDA,WAVE 125,2005,AE,23000,S2,2022-10-30,S2,PL,37,18
739,200000.0,200000.0,60,F,STREET VENDOR,25000.0,CAR,TOYOTA,YARIS,2013,FW,279500,S1,2022-09-22,S1,PL,25,10
741,12600.0,11908.79,18,F,อื่นๆ,12000.0,MC,YAMAHA,FINO 115,2013,AJ,19500,S1,2022-10-19,S1,PL,44,10
742,200000.0,200000.0,60,F,เกษตรกร,30000.0,PU,TOYOTA,HILUX VIGO,2007,EG,314000,S1,2022-08-17,S1,PL,37,16
744,88000.0,88000.0,48,F,STREET VENDOR,30000.0,PU,TOYOTA,SPORT RIDER,2000,GJ,176500,S1,2022-09-09,S1,PL,54,23
745,28500.0,28400.27,36,F,พนักงานบริษัท,16000.0,MC,HONDA,WAVE 110 I,2012,BF,38000,S2,2023-01-14,S1,PL,34,11
747,27000.0,26353.4,36,F,พนักงานบริษัท,15000.0,MC,HONDA,SCOOPY I,2019,CN,37000,S1,2022-09-19,S1,PL,24,4
752,28600.0,28600.0,24,F,อื่นๆ,15000.0,MC,HONDA,ZOOMER X 110I,2019,DK,38000,S1,2022-10-26,S1,PL,25,4
753,19000.0,17367.04,24,M,STREET VENDOR,20000.0,MC,KAWASAKI,Z 125,2016,BP,27500,S1,2022-08-19,S1,PL,52,7
754,150000.0,149796.62,60,M,เกษตรกร,20000.0,PU,ISUZU,D-MAX,2003,AJ,193500,S1,2022-09-06,S1,PL,40,20
755,90000.0,90000.0,48,M,อื่นๆ,15000.0,PU,MITSUBISHI,TRITON,2012,BW,316000,S2,2023-01-06,S1,PL,46,11
758,165000.0,163086.15,60,F,พนักงานบริษัท,16000.0,PU,ISUZU,D-MAX,2007,DF,205000,S1,2022-08-01,S1,PL,45,16
759,12800.0,12367.8,24,M,เกษตรกร,19000.0,MC,HONDA,CLICK 110I,2008,AU,17000,S1,2022-10-12,S1,PL,33,15
760,170000.0,170000.0,60,M,อื่นๆ,17000.0,PU,NISSAN,NP300,2016,CF,270000,S1,2023-01-10,S2,PL,43,7
762,14000.0,12859.98,18,M,พนักงานรัฐวิสาหกิจ,9000.0,MC,HONDA,WAVE 100,2007,AI,20000,S2,2023-01-03,S1,PL,32,16
763,17000.0,16397.43,18,M,STREET VENDOR,30000.0,MC,YAMAHA,FILANO,2012,AA,23500,S1,2022-07-23,S1,PL,39,11
764,13000.0,10900.96,12,F,พนักงานบริษัท,16000.0,MC,HONDA,SCOOPY I,2010,AS,23000,S1,2022-11-03,S1,PL,42,13
766,14000.0,12876.9,18,M,เกษตรกร,10000.0,MC,YAMAHA,FINO 115,2013,AJ,19500,S1,2022-09-16,S1,PL,35,10
767,27500.0,26931.12,36,F,เกษตรกร,15000.0,MC,HONDA,WAVE 110 I,2019,DO,42000,S1,2022-11-10,S1,PL,42,4
768,13000.0,13000.0,36,M,อื่นๆ,18000.0,MC,HONDA,WAVE 100,2007,AI,20000,S2,2023-01-06,S1,PL,36,16
769,149000.0,149000.0,60,M,พนักงานบริษัท,20000.0,PU,MITSUBISHI,TRITON,2011,AV,212500,S2,2023-01-06,S1,PL,36,12
770,26000.0,26000.0,36,F,STREET VENDOR,15000.0,MC,HONDA,WAVE 110 I,2013,BW,35000,S1,2022-10-15,S1,PL,32,10
771,13000.0,12220.75,24,F,ข้าราชการ,15000.0,MC,YAMAHA,FINO (4DO),2008,AA,17000,S1,2022-09-21,S1,PL,46,15
772,27000.0,24989.8,36,F,STREET VENDOR,20000.0,MC,HONDA,WAVE 125,2007,AL,26900,S2,2023-01-09,S1,PL,38,16
773,160000.0,154407.01,36,F,STREET VENDOR,21000.0,CAR,MITSUBISHI,ATTRAGE,2014,AC,229000,S1,2022-10-26,S2,PL,59,9
775,18000.0,18000.0,30,F,พนักงานบริษัท,18000.0,MC,HONDA,MSX 125,2017,BP,28000,S1,2022-11-09,S1,PL,27,6
776,17000.0,16926.92,36,F,STREET VENDOR,20000.0,MC,YAMAHA,FINO (MLEKE),2010,AL,23500,S2,2023-01-14,S1,PL,41,13
778,233000.0,233000.0,60,M,STREET VENDOR,18000.0,PU,TOYOTA,HILUX VIGO,2010,CP,292000,S2,2023-01-09,S1,PL,45,13
779,170000.0,170000.0,60,F,พนักงานบริษัท,17000.0,PU,NISSAN,FRONTIER NAVARA,2012,AB,244000,S1,2022-08-18,S1,PL,36,11
781,130000.0,130000.0,60,F,STREET VENDOR,15000.0,CAR,NISSAN,MARCH,2011,AV,185500,S2,2023-01-06,S1,PL,34,12
782,26300.0,26120.68,36,F,เกษตรกร,12000.0,MC,HONDA,WAVE 110 I,2013,BW,35000,S1,2022-09-28,S1,PL,52,10
783,27000.0,26751.56,12,F,อื่นๆ,15000.0,MC,HONDA,WAVE 110 I,2017,CV,42000,S1,2023-01-11,S2,PL,40,6
785,198000.0,198000.0,60,F,ข้าราชการ,38000.0,CAR,HONDA,JAZZ,2008,BI,264500,S2,2023-01-06,S1,PL,47,15
786,110000.0,109799.5,36,F,อื่นๆ,30000.0,PU,TOYOTA,HILUX TIGER,2000,HV,191000,S2,2023-01-03,S1,PL,32,23
787,31000.0,29666.82,36,M,STREET VENDOR,9000.06,MC,HONDA,WAVE 110 I,2018,DG,42000,S1,2022-08-22,S1,PL,23,5
788,27000.0,26907.84,24,M,STREET VENDOR,30000.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S1,2022-09-27,S1,PL,34,11
789,21000.0,18044.35,12,F,เกษตรกร,15000.0,MC,HONDA,MOOVE 110I,2016,BE,29000,S1,2022-09-29,S1,PL,43,7
790,150000.0,150000.0,60,F,STREET VENDOR,35000.0,CAR,TOYOTA,YARIS,2008,AV,200000,S1,2022-08-31,S1,PL,38,15
791,29000.0,28713.38,36,M,STREET VENDOR,25000.0,MC,YAMAHA,FINN 115I,2022,AE,38500,S1,2022-10-10,S1,PL,46,1
793,247600.0,247600.0,60,F,พนักงานบริษัท,16172.0,PU,ISUZU,D-MAX,2007,CO,309500,S1,2022-08-20,S1,PL,45,16
794,18000.0,15674.45,12,F,พนักงานบริษัท,23000.0,MC,HONDA,SCOOPY I,2016,BO,24500,S1,2022-08-18,S1,PL,33,7
795,10000.0,9745.09,36,F,พนักงานบริษัท,16000.0,MC,HONDA,SONIC,2007,AD,20000,S1,2022-11-21,S1,PL,38,16
796,27000.0,26928.07,36,F,อื่นๆ,10000.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S1,2022-08-23,S1,PL,31,11
797,4800.0,4782.6,12,M,อื่นๆ,12000.0,MC,HONDA,WAVE 100,2005,AD,16000,S1,2022-08-15,S1,PL,30,18
798,30000.0,27583.17,30,F,อื่นๆ,15000.0,MC,HONDA,WAVE 110 I,2016,CM,40000,S1,2022-11-17,S1,PL,55,7
799,13500.0,13500.0,36,F,พนักงานบริษัท,15000.0,MC,HONDA,WAVE 110 I,2010,AP,31000,S1,2022-09-28,S1,PL,33,13
800,150000.0,149655.46,60,F,อาจารย์,17800.0,CAR,TOYOTA,VIOS,2008,AN,201000,S1,2022-09-12,S1,PL,40,15
802,50000.0,49944.01,36,M,อื่นๆ,20000.0,MC,YAMAHA,N-MAX 155,2020,BJ,72500,S2,2023-01-09,S1,PL,57,3
803,173000.0,173000.0,60,F,ข้าราชการ,21020.0,PU,ISUZU,D-MAX,2006,CM,247500,S1,2022-10-11,S1,PL,48,17
804,9800.0,9001.97,18,M,พนักงานบริษัท,15000.0,MC,YAMAHA,MIO 125,2011,AF,13000,S1,2022-09-21,S1,PL,34,12
805,11000.0,10827.38,24,F,อื่นๆ,12000.0,MC,YAMAHA,FINO (4DO),2009,AA,17000,S1,2022-09-17,S1,PL,25,14
806,13000.0,13000.0,36,M,อื่นๆ,18000.0,MC,HONDA,WAVE 100,2007,AI,20000,S2,2023-01-06,S1,PL,36,16
808,11000.0,11000.0,18,F,STREET VENDOR,10000.0,MC,YAMAHA,FINO (4DO),2009,AA,17000,S1,2022-09-19,S1,PL,51,14
809,13500.0,11682.27,18,M,เกษตรกร,10000.0,MC,HONDA,WAVE 110 I,2008,AA,18000,S1,2022-08-17,S1,PL,44,15
811,28500.0,28037.25,48,M,ข้าราชการ,24700.0,CAR,NISSAN,SUNNY,2001,AS,95000,S1,2023-01-11,S2,PL,52,22
812,15000.0,12904.76,12,F,เกษตรกร,13000.0,MC,HONDA,WAVE 110 I,2019,DT,44000,S1,2022-09-27,S1,PL,51,4
814,180000.0,180000.0,54,F,STREET VENDOR,15000.0,PU,ISUZU,D-MAX,2008,CY,248000,S2,2023-01-09,S1,PL,40,15
815,200000.0,200000.0,60,M,เกษตรกร,25000.0,PU,ISUZU,D-MAX,2005,BQ,258000,S2,2023-01-06,S1,PL,32,18
816,24000.0,21930.71,24,F,พนักงานบริษัท,20000.0,MC,HONDA,WAVE 110 I,2015,CM,38000,S2,2023-01-12,S1,PL,40,8
817,22500.0,22176.41,24,F,ข้าราชการ,30000.0,CAR,TOYOTA,SOLUNA,1999,EJ,74000,S1,2022-10-04,S1,PL,41,24
818,30000.0,28832.14,36,F,เกษตรกร,15000.0,MC,HONDA,WAVE 110 I,2015,CK,37000,S1,2022-08-09,S1,PL,57,8
819,26000.0,26000.0,24,M,STREET VENDOR,30000.0,MC,HONDA,CBR 150,2017,AU,35000,S1,2022-10-24,S1,PL,22,6
820,26000.0,25913.83,36,M,พนักงานบริษัท,23000.0,MC,HONDA,WAVE 110 I,2013,BW,35000,S2,2023-01-09,S1,PL,37,10
821,125000.0,125000.0,60,M,อื่นๆ,12000.0,PU,TOYOTA,HILUX TIGER,2002,DI,158000,S1,2023-01-07,S2,PL,41,21
822,26000.0,24606.62,18,M,STREET VENDOR,15000.0,CAR,HONDA,CITY,2000,DR,87000,S1,2022-08-24,S1,PL,63,23
823,27000.0,27000.0,36,F,STREET VENDOR,25000.0,MC,YAMAHA,M-SLAZ 150,2016,AR,37000,S1,2022-09-20,S1,PL,43,7
824,20000.0,19019.94,18,F,พนักงานบริษัท,9000.0,CAR,TOYOTA,COROLLA,2000,AT,95000,S1,2022-10-17,S1,PL,35,23
826,27000.0,26985.89,36,F,STREET VENDOR,20000.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S2,2023-01-06,S1,PL,44,11
827,220000.0,220000.0,60,F,พนักงานบริษัท,27880.0,PU,ISUZU,D-MAX,2013,BM,303500,S2,2023-01-06,S1,PL,61,10
828,26000.0,25868.94,36,F,อื่นๆ,12000.0,MC,YAMAHA,GRAND FILANO 125,2018,AS,38500,S2,2023-01-09,S1,PL,25,5
830,170000.0,170000.0,60,F,อื่นๆ,30000.0,PU,TOYOTA,HILUX VIGO,2005,CQ,222000,S2,2023-01-06,S1,PL,48,18
831,20000.0,20000.0,18,F,อื่นๆ,12000.0,MC,HONDA,WAVE 110 I,2017,CV,42000,S1,2022-10-18,S1,PL,27,6
832,28600.0,27634.55,24,F,STREET VENDOR,15000.0,MC,HONDA,WAVE 110 I,2015,CM,38000,S1,2022-10-28,S1,PL,27,8
833,32000.0,30004.62,24,F,พนักงานบริษัท,20000.0,MC,HONDA,WAVE 110 I,2018,DI,43000,S2,2023-01-03,S1,PL,34,5
834,30000.0,28655.96,36,F,อื่นๆ,12000.0,MC,HONDA,WAVE 110 I,2018,DE,41000,S1,2022-08-19,S1,PL,36,5
836,27000.0,26768.36,36,F,อื่นๆ,10000.0,MC,HONDA,SCOOPY I,2019,CN,37000,S1,2022-10-26,S1,PL,38,4
837,17200.0,17200.0,36,F,พนักงานบริษัท,20000.0,MC,HONDA,SCOOPY I,2010,AS,23000,S1,2022-11-12,S1,PL,36,13
838,30000.0,29941.88,36,M,อื่นๆ,20000.0,MC,HONDA,DREAM 110I,2017,CO,53000,S1,2022-08-20,S1,PL,42,6
842,14500.0,14308.65,18,F,อื่นๆ,15000.0,MC,HONDA,ICON,2008,AX,19500,S1,2022-09-23,S1,PL,38,15
843,150000.0,149796.62,60,M,เกษตรกร,20000.0,PU,ISUZU,D-MAX,2003,AJ,193500,S1,2022-09-06,S1,PL,40,20
844,135000.0,135000.0,60,F,STREET VENDOR,30000.0,CAR,NISSAN,ALMERA,2012,BV,192000,S2,2023-01-12,S1,PL,41,11
845,34000.0,33958.37,36,M,อื่นๆ,10100.0,MC,HONDA,WAVE 110 I,2021,DQ,46000,S1,2022-08-11,S1,PL,25,2
846,110000.0,110000.0,60,F,STREET VENDOR,30000.0,CAR,HONDA,CIVIC,2003,AQ,156000,S2,2023-01-12,S1,PL,43,20
847,188000.0,188000.0,60,F,พนักงานบริษัท,17000.0,CAR,HONDA,CITY,2010,AS,251500,S1,2022-09-14,S1,PL,48,13
848,17000.0,16787.67,36,F,เกษตรกร,10000.0,MC,HONDA,WAVE 110 I,2016,CK,39000,S2,2023-01-06,S1,PL,40,7
850,15000.0,14843.56,18,F,STREET VENDOR,25000.0,MC,HONDA,SCOOPY I,2010,AS,23000,S1,2022-07-17,S1,PL,47,13
851,17000.0,14143.92,24,M,อื่นๆ,20000.0,MC,HONDA,SCOOPY I,2015,CQ,31000,S1,2022-07-06,S1,PL,53,8
852,10000.0,9854.41,12,M,อื่นๆ,13000.0,MC,HONDA,SCOOPY I,2013,AT,22500,S1,2022-10-21,S1,PL,35,10
853,22500.0,22500.0,18,M,อื่นๆ,20000.0,MC,HONDA,WAVE 110 I,2014,CH,35000,S1,2022-10-25,S1,PL,33,9
854,22500.0,21415.05,36,M,STREET VENDOR,20000.0,MC,YAMAHA,MIO 125I,2015,BR,30000,S1,2022-10-26,S1,PL,28,8
855,21200.0,20754.96,24,M,เกษตรกร,15000.0,MC,HONDA,MSX 125,2015,BK,28500,S1,2022-10-21,S1,PL,24,8
856,28800.0,28716.61,12,F,STREET VENDOR,35000.0,CAR,NISSAN,CEFIRO,1999,DD,96000,S1,2022-08-31,S1,PL,53,24
857,33000.0,32979.93,18,F,เกษตรกร,25000.0,MC,HONDA,ZOOMER X 110I,2022,CO,45000,S1,2022-07-26,S1,PL,46,1
858,31500.0,29571.14,36,M,STREET VENDOR,20000.0,MC,HONDA,WAVE 110 I,2018,DG,42000,S1,2022-09-16,S1,PL,43,5
859,28000.0,27961.4,18,F,STREET VENDOR,30000.0,MC,YAMAHA,FINN 115I,2020,AO,37500,S2,2023-01-06,S1,PL,36,3
860,30000.0,29979.08,24,F,STREET VENDOR,15000.0,MC,HONDA,DREAM 110I,2016,CD,49000,S1,2022-09-15,S1,PL,47,7
861,14500.0,14112.26,36,M,STREET VENDOR,10000.0,MC,YAMAHA,FINO 115,2013,AJ,19500,S1,2022-07-26,S1,PL,48,10
862,72000.0,71925.51,60,F,ข้าราชการ,21000.0,CAR,HONDA,CITY,2005,CX,144500,S1,2022-07-15,S1,PL,51,18
863,27000.0,26768.36,36,F,อื่นๆ,10000.0,MC,HONDA,SCOOPY I,2019,CN,37000,S1,2022-10-26,S1,PL,38,4
866,30000.0,28750.03,30,M,อื่นๆ,12000.0,MC,HONDA,WAVE 110 I,2018,DE,41000,S1,2022-09-20,S1,PL,31,5
867,15000.0,14726.75,24,M,เกษตรกร,15000.0,MC,HONDA,WAVE 110 I,2010,AG,20000,S1,2022-09-16,S1,PL,47,13
868,23500.0,22274.14,24,F,STREET VENDOR,12000.0,MC,HONDA,DREAM 110,2016,CB,45000,S2,2023-01-06,S1,PL,51,7
870,220000.0,220000.0,60,F,เกษตรกร,16000.0,PU,TOYOTA,HILUX VIGO,2007,CR,276000,S2,2023-01-06,S1,PL,47,16
871,150000.0,149564.43,60,F,พนักงานบริษัท,20000.0,PU,ISUZU,D-MAX,2005,AX,200500,S1,2023-01-11,S2,PL,29,18
872,12300.0,11277.56,12,F,อื่นๆ,26000.0,MC,HONDA,SCOOPY I,2013,BH,19000,S1,2022-11-15,S1,PL,47,10
873,9000.0,8789.71,36,M,พนักงานบริษัท,12000.0,MC,HONDA,SCOOPY I,2010,BC,21000,S1,2022-09-13,S1,PL,29,13
874,150000.0,147811.3,60,F,STREET VENDOR,20000.0,PU,ISUZU,D-MAX,2003,AJ,193500,S1,2022-10-27,S1,PL,47,20
875,15800.0,15800.0,24,M,อื่นๆ,13700.0,MC,HONDA,SCOOPY I,2010,AS,23000,S2,2023-01-03,S1,PL,32,13
876,247000.0,247000.0,60,F,พนักงานบริษัท,35000.0,CAR,TOYOTA,YARIS,2015,DS,329000,S2,2023-01-09,S1,PL,35,8
877,27800.0,27593.92,36,F,เกษตรกร,15000.0,MC,HONDA,WAVE 110 I,2015,CK,37000,S1,2022-09-26,S1,PL,57,8
878,20000.0,18876.16,24,M,เกษตรกร,20000.0,MC,HONDA,MSX 125,2016,BF,27000,S2,2023-01-09,S1,PL,46,7
879,110000.0,110000.0,48,F,พนักงานรัฐวิสาหกิจ,27000.0,CAR,TOYOTA,COROLLA ALTIS,2007,CD,174000,S2,2023-01-06,S1,PL,48,16
881,93000.0,90993.43,60,F,STREET VENDOR,11000.0,CAR,HONDA,CITY,2004,BG,130500,S1,2022-07-26,S1,PL,32,19
882,27000.0,26101.46,36,F,STREET VENDOR,30000.0,MC,HONDA,WAVE 110 I,2012,BE,37000,S1,2022-09-30,S1,PL,46,11
883,14000.0,12069.5,18,F,พนักงานบริษัท,15000.0,MC,YAMAHA,SPARK 115 I,2013,AK,19500,S2,2023-01-09,S1,PL,40,10
884,109000.0,109000.0,60,F,ข้าราชการ,35060.0,CAR,TOYOTA,VIOS,2007,DJ,169000,S1,2023-01-15,S2,PL,35,16
885,130000.0,130000.0,60,F,พนักงานบริษัท,15000.0,CAR,HONDA,JAZZ,2006,CO,178000,S2,2023-01-12,S1,PL,29,17
886,33000.0,24413.33,12,F,พนักงานบริษัท,15000.0,CAR,CHEVROLET,AVEO,2010,AF,111000,S1,2022-08-23,S1,PL,40,13
887,28000.0,26820.63,36,M,STREET VENDOR,23000.0,MC,YAMAHA,QBIX 125 ABS,2018,BV,38000,S1,2022-10-20,S1,PL,34,5
888,130000.0,130000.0,60,F,พนักงานบริษัท,20000.0,PU,TOYOTA,HILUX TIGER,2003,BE,190000,S2,2023-01-09,S1,PL,30,20
889,168000.0,168000.0,60,M,STREET VENDOR,20000.0,PU,TOYOTA,HILUX VIGO,2012,CO,297500,S2,2023-01-09,S1,PL,30,11
890,168000.0,168000.0,48,M,เกษตรกร,30000.0,PU,ISUZU,D-MAX,2005,BB,213000,S1,2022-12-10,S2,PL,42,18
891,18000.0,18000.0,36,F,อื่นๆ,10000.0,MC,YAMAHA,FINO (MLEKE),2011,AD,24000,S1,2022-09-23,S1,PL,61,12
892,26000.0,25215.52,36,M,อื่นๆ,20000.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S1,2022-09-30,S1,PL,36,11
896,30000.0,29942.98,36,F,อื่นๆ,15000.0,MC,HONDA,WAVE 110 I,2017,CT,41000,S1,2022-08-23,S1,PL,52,6
900,26000.0,25954.74,18,F,STREET VENDOR,20000.0,MC,HONDA,WAVE 125 I,2018,DC,34900,S1,2022-12-12,S2,PL,30,5
902,30000.0,28722.22,36,M,พนักงานบริษัท,30000.0,MC,YAMAHA,AEROX 155,2016,CC,41000,S1,2022-08-24,S1,PL,51,7
904,27000.0,25717.31,12,F,STREET VENDOR,10000.0,MC,HONDA,SUPER CUB 110,2018,CA,36500,S1,2022-09-30,S1,PL,54,5
906,12500.0,12228.68,12,F,STREET VENDOR,20000.0,MC,HONDA,CLICK 110I,2010,AE,17000,S1,2022-10-19,S1,PL,44,13
907,17000.0,16988.54,36,M,พนักงานบริษัท,15000.0,MC,YAMAHA,FINO (MLEKE),2010,AL,23500,S1,2022-09-23,S1,PL,45,13
908,15000.0,14726.75,24,M,เกษตรกร,15000.0,MC,HONDA,WAVE 110 I,2010,AG,20000,S1,2022-09-16,S1,PL,47,13
909,165000.0,165000.0,60,F,STREET VENDOR,30000.0,CAR,TOYOTA,VIOS,2010,DX,222000,S2,2023-01-12,S1,PL,41,13
910,17000.0,16940.44,12,M,พนักงานรัฐวิสาหกิจ,15000.0,MC,HONDA,SCOOPY I,2012,BO,23000,S1,2022-08-25,S1,PL,46,11
913,30000.0,29252.76,24,F,STREET VENDOR,15000.0,MC,HONDA,WAVE 110 I,2017,CR,40000,S2,2023-01-06,S1,PL,24,6
915,29000.0,22581.91,12,M,อื่นๆ,30000.0,MC,HONDA,WAVE 110 I,2016,CK,39000,S1,2022-08-23,S1,PL,48,7
917,249000.0,249000.0,60,M,เกษตรกร,16000.0,PU,TOYOTA,HILUX VIGO,2013,EM,356500,S2,2023-01-06,S1,PL,36,10
918,22000.0,21812.37,36,M,อื่นๆ,10000.0,MC,YAMAHA,MIO 125I,2015,BR,30000,S1,2022-09-23,S1,PL,52,8
919,225000.0,225000.0,60,F,STREET VENDOR,20000.0,CAR,NISSAN,SYLPHY,2013,AF,321500,S1,2022-10-03,S1,PL,54,10
920,37000.0,36983.74,18,F,STREET VENDOR,15000.0,MC,YAMAHA,GRAND FILANO 125,2019,AW,50000,S1,2022-08-11,S1,PL,30,4
921,24000.0,23722.59,12,M,พนักงานบริษัท,20000.0,MC,HONDA,SCOOPY I,2018,AO,45000,S1,2022-10-25,S1,PL,26,5
922,25000.0,24938.19,18,M,พนักงานบริษัท,15000.0,MC,YAMAHA,GRAND FILANO 125,2015,BF,33000,S1,2023-01-10,S2,PL,51,8
923,30000.0,25800.81,12,M,ข้าราชการ,33000.0,MC,HONDA,WAVE 110 I,2019,DU,44000,S1,2022-09-26,S1,PL,49,4
924,22500.0,21415.05,36,M,STREET VENDOR,20000.0,MC,YAMAHA,MIO 125I,2015,BR,30000,S1,2022-10-26,S1,PL,28,8
926,149000.0,149000.0,60,M,พนักงานบริษัท,20000.0,PU,MITSUBISHI,TRITON,2011,AV,212500,S2,2023-01-06,S1,PL,36,12
928,249000.0,249000.0,60,M,เกษตรกร,16000.0,PU,TOYOTA,HILUX VIGO,2013,EM,356500,S2,2023-01-06,S1,PL,36,10
929,23000.0,21264.94,24,M,อื่นๆ,12000.0,MC,HONDA,WAVE 110 I,2016,CM,40000,S1,2022-10-25,S1,PL,42,7
930,28500.0,28400.27,36,F,พนักงานบริษัท,16000.0,MC,HONDA,WAVE 110 I,2012,BF,38000,S2,2023-01-14,S1,PL,34,11
