,Principal Approve Amount,Principal Amount,Repayment Tenor Month Number,Gender,Occupation Description,Total Income Amount (Month),Collateral Type Code,Vehicle Brand,Vehicle Model,Vehicle Release Year,Vehicle Sub Model,Evaluation Amount,System CAR Code (Daily),System CAR Code Date,Final CAR Code Previous Month,DPD,age,Vehicle Age
1113,143200.0,139575.19,36,F,พนักงานบริษัท,24000.0,CAR,TOYOTA,VIOS,2009,BL,191000,S1,2022-10-12,S1,PL,41,14
1114,250000.0,250000.0,60,F,เกษตรกร,27833.0,PU,TOYOTA,HILUX VIGO,2014,BW,383500,S1,2022-12-19,S1,PL,53,9
1115,90000.0,89994.23,24,F,STREET VENDOR,30000.0,CAR,TOYOTA,VIOS,2004,CM,119500,S1,2022-07-26,S1,PL,29,19
1116,21000.0,20705.52,24,F,อื่นๆ,12000.0,MC,HONDA,SCOOPY I,2018,CE,28000,S1,2022-11-01,S1,PL,27,5
1117,20000.0,18980.15,18,M,เกษตรกร,6583.0,MC,HONDA,WAVE 110 I,2018,DI,43000,S1,2022-11-28,S1,PL,61,5
1118,100000.0,97169.2,60,M,ข้าราชการ,19700.0,PU,TOYOTA,HILUX TIGER,2001,JQ,214500,S1,2022-08-05,S1,PL,35,22
1121,195000.0,195000.0,60,F,STREET VENDOR,20000.0,CAR,NISSAN,MARCH,2018,AU,279000,S1,2022-11-15,S1,PL,41,5
1122,14000.0,14000.0,24,M,เกษตรกร,19166.0,MC,YAMAHA,SPARK LX 115,2016,BL,19500,S1,2022-12-06,S1,PL,51,7
1123,240000.0,236187.87,60,F,พนักงานบริษัท,16800.0,CAR,TOYOTA,YARIS,2016,DX,381000,S1,2022-11-08,S1,PL,28,7
1124,24000.0,23763.14,36,M,พนักงานบริษัท,30000.0,MC,YAMAHA,N-MAX 155,2016,BC,41000,S1,2022-11-15,S1,PL,36,7
1125,189000.0,187655.99,48,F,ข้าราชการ,32980.0,CAR,NISSAN,TEANA,2010,AK,291000,S1,2022-09-24,S1,PL,42,13
1126,30000.0,30000.0,24,F,อื่นๆ,13000.0,MC,HONDA,DREAM 110I,2017,CO,53000,S1,2022-11-24,S1,PL,29,6
1127,31500.0,31230.26,36,F,STREET VENDOR,25000.0,MC,HONDA,WAVE 110 I,2017,CU,42000,S1,2022-10-17,S1,PL,42,6
1128,50000.0,49757.65,36,F,พนักงานบริษัท,10800.0,CAR,HONDA,CITY,2003,AB,100000,S1,2022-10-30,S1,PL,32,20
1129,300000.0,300000.0,60,M,พนักงานบริษัท,25000.0,PU,ISUZU,D-MAX,2017,DF,459500,S1,2022-12-23,S1,PL,51,6
1131,210000.0,210000.0,60,F,บุคลากรทางการแพทย์,20000.0,CAR,TOYOTA,YARIS,2015,DS,329000,S1,2022-11-21,S1,PL,28,8
1132,28000.0,28000.0,24,M,อื่นๆ,12000.0,MC,HONDA,SUPER CUB 110,2019,DA,38000,S1,2022-12-21,S1,PL,41,4
1133,26000.0,24778.29,36,F,อื่นๆ,15000.0,MC,HONDA,WAVE 110 I,2012,AZ,35000,S1,2022-10-21,S1,PL,38,11
1135,10000.0,9273.75,12,M,STREET VENDOR,20000.0,MC,HONDA,SCOOPY I,2010,BC,21000,S1,2022-11-19,S1,PL,29,13
1136,27000.0,27000.0,36,M,เกษตรกร,30000.0,MC,HONDA,WAVE 110 I,2018,DH,43000,S1,2022-12-23,S1,PL,46,5
1137,80000.0,77385.62,60,M,ข้าราชการ,16500.0,CAR,HONDA,JAZZ,2005,BG,152000,S1,2022-08-16,S1,PL,52,18
1139,182000.0,182000.0,42,M,พนักงานบริษัท,18000.0,CAR,TOYOTA,YARIS,2014,AH,280000,S1,2022-10-24,S1,PL,32,9
1140,18400.0,16933.72,18,F,พนักงานบริษัท,16000.0,MC,HONDA,CLICK 125I,2013,AI,24500,S1,2022-09-20,S1,PL,39,10
1141,18400.0,18067.07,48,M,พนักงานบริษัท,25000.0,CAR,HONDA,CITY,1997,AR,68500,S1,2022-08-11,S1,PL,40,26
1142,36000.0,36000.0,36,M,พนักงานบริษัท,17000.0,MC,HONDA,PCX 150,2014,CE,48500,S1,2022-12-02,S1,PL,47,9
1143,60000.0,42541.63,12,F,อื่นๆ,12000.0,PU,ISUZU,D-MAX,2006,CN,250000,S1,2022-08-04,S1,PL,53,17
1144,155000.0,151851.16,36,F,อื่นๆ,15080.0,VAN,TOYOTA,COMMUTER,2003,CJ,213000,S1,2022-08-23,S1,PL,58,20
1145,247600.0,244013.79,60,M,พนักงานบริษัท,25000.0,CAR,TOYOTA,YARIS,2016,DX,381000,S1,2022-07-20,S1,PL,36,7
1146,110000.0,110000.0,24,M,พนักงานบริษัท,19000.0,PU,TOYOTA,SPORT RIDER,2001,LF,184000,S1,2022-12-10,S1,PL,53,22
1147,210000.0,204411.96,60,M,พนักงานบริษัท,18000.0,PU,ISUZU,D-MAX,2007,DB,267000,S1,2022-11-16,S1,PL,29,16
1148,22000.0,21728.01,18,M,เกษตรกร,10000.0,MC,HONDA,WAVE 110 I,2013,BW,35000,S1,2022-11-01,S1,PL,69,10
1149,15000.0,10682.18,12,M,อื่นๆ,15000.0,MC,HONDA,CLICK 125I,2018,BC,35500,S1,2022-07-18,S1,PL,26,5
1150,29000.0,28663.31,36,M,STREET VENDOR,15000.0,MC,HONDA,WAVE 110 I,2016,CK,39000,S1,2022-10-18,S1,PL,61,7
1151,239000.0,239000.0,60,F,STREET VENDOR,30000.0,CAR,TOYOTA,VIOS,2013,DZ,317000,S1,2022-11-09,S1,PL,55,10
1152,36300.0,36300.0,18,M,พนักงานบริษัท,20000.0,MC,YAMAHA,AEROX 155,2020,AF,48500,S1,2022-12-27,S1,PL,29,3
1153,20000.0,17403.13,24,F,เกษตรกร,10000.0,MC,HONDA,WAVE 110 I,2017,CT,41000,S1,2022-08-07,S1,PL,43,6
1154,233000.0,233000.0,60,M,เกษตรกร,40000.0,PU,ISUZU,D-MAX,2006,CE,291500,S1,2022-11-16,S1,PL,37,17
1155,120000.0,118712.81,48,F,พนักงานบริษัท,14000.0,CAR,TOYOTA,COROLLA ALTIS,2006,ES,165000,S1,2022-11-30,S1,PL,38,17
1156,200000.0,193245.82,48,M,เกษตรกร,40000.0,PU,ISUZU,D-MAX,2013,CC,466500,S1,2022-07-27,S1,PL,65,10
1157,10000.0,7808.61,12,F,STREET VENDOR,15000.0,MC,HONDA,WAVE 110 I,2017,CV,42000,S1,2022-09-01,S1,PL,40,6
1159,170000.0,170000.0,48,F,STREET VENDOR,30000.0,PU,TOYOTA,HILUX VIGO,2005,CQ,222000,S1,2022-07-06,S1,PL,43,18
1160,17600.0,17600.0,36,F,บุคลากรทางการแพทย์,22000.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S1,2022-11-14,S1,PL,37,11
1161,15000.0,13440.7,18,F,เกษตรกร,15000.0,MC,HONDA,WAVE 110 I,2012,AZ,35000,S1,2022-11-15,S1,PL,45,11
1162,5000.0,4269.8,12,M,อื่นๆ,10000.0,MC,HONDA,WAVE 100,2007,AI,20000,S1,2022-10-03,S1,PL,54,16
1164,39000.0,38848.3,36,F,พนักงานบริษัท,30000.0,MC,YAMAHA,N-MAX 155,2019,BL,52000,S1,2022-08-28,S1,PL,25,4
1165,98000.0,97864.47,60,F,อื่นๆ,20000.0,PU,NISSAN,FRONTIER NAVARA,2009,BM,297000,S1,2022-10-10,S1,PL,32,14
1166,144000.0,144000.0,60,F,STREET VENDOR,20000.0,CAR,MAZDA,2,2010,BV,204500,S1,2022-09-07,S1,PL,65,13
1167,200000.0,197215.51,48,M,พนักงานบริษัท,31000.0,CAR,TOYOTA,YARIS,2015,DR,313000,S1,2022-11-24,S1,PL,41,8
1168,250000.0,250000.0,48,M,พนักงานบริษัท,17550.0,PU,TOYOTA,HILUX VIGO,2012,DZ,417000,S1,2022-12-22,S1,PL,42,11
1169,16200.0,14088.04,18,M,เกษตรกร,13000.0,MC,SUZUKI,SMASH 115,2016,AY,25000,S1,2022-08-22,S1,PL,51,7
1170,154000.0,153397.21,60,F,พนักงานบริษัท,20000.0,CAR,TOYOTA,VIOS,2007,DQ,205000,S1,2022-10-06,S1,PL,34,16
1171,190000.0,190000.0,60,M,อื่นๆ,15000.0,PU,MITSUBISHI,TRITON,2013,AS,274500,S1,2022-11-07,S1,PL,39,10
1172,35000.0,34572.4,30,F,เกษตรกร,18000.0,MC,HONDA,CLICK 150I,2018,BE,47000,S1,2022-11-05,S1,PL,32,5
1173,250000.0,249735.99,60,F,พนักงานบริษัท,18000.0,PU,TOYOTA,HILUX VIGO,2013,BP,374500,S1,2022-08-29,S1,PL,27,10
1174,250000.0,250000.0,60,F,พนักงานบริษัท,20000.0,CAR,MAZDA,2,2017,CI,391500,S1,2022-11-16,S1,PL,28,6
1175,150000.0,146046.91,60,F,พนักงานบริษัท,35000.0,CAR,MAZDA,2,2011,AJ,219500,S1,2022-07-06,S1,PL,40,12
1176,60000.0,60000.0,60,M,พนักงานบริษัท,14000.0,PU,ISUZU,D-MAX,2008,BD,264500,S1,2022-12-22,S1,PL,41,15
1177,28800.0,28744.8,18,F,STREET VENDOR,12000.0,CAR,HONDA,CIVIC,1997,CP,107000,S1,2022-10-28,S1,PL,41,26
1178,26400.0,25778.74,36,F,พนักงานบริษัท,14000.0,MC,HONDA,WAVE 110 I,2012,AZ,35000,S1,2022-10-10,S1,PL,33,11
1179,13500.0,12221.8,24,F,อื่นๆ,28000.0,CAR,MAZDA,3,2013,BM,292500,S1,2022-09-14,S1,PL,44,10
1180,29000.0,27934.06,36,F,เลี้ยงสัตว์,9000.0,MC,HONDA,WAVE 110 I,2016,CK,39000,S2,2022-11-07,S2,PL,52,7
1181,139000.0,136708.82,60,M,พนักงานบริษัท,17000.0,CAR,TOYOTA,YARIS,2006,DL,184500,S1,2022-07-23,S1,PL,36,17
1183,18000.0,17904.3,24,F,พนักงานบริษัท,32000.0,MC,YAMAHA,FINO (MLEKE),2011,AD,24000,S1,2022-11-10,S1,PL,53,12
1184,13000.0,13000.0,18,M,พนักงานบริษัท,11000.0,MC,HONDA,ZOOMER X 110I,2012,AQ,17500,S1,2022-12-26,S1,PL,31,11
1185,31000.0,30717.32,36,M,เกษตรกร,13000.0,MC,HONDA,WAVE 110 I,2019,DO,42000,S1,2022-10-18,S1,PL,58,4
1186,50000.0,47474.74,18,F,STREET VENDOR,18000.0,MC,HONDA,PCX 150,2020,ED,76500,S1,2022-12-03,S1,PL,59,3
1187,40000.0,40000.0,36,M,ข้าราชการ,20000.0,MC,VESPA,LX 125,2014,AD,57500,S1,2022-11-25,S1,PL,64,9
1189,20000.0,13755.4,12,F,อื่นๆ,19000.0,CAR,HONDA,JAZZ,2004,AG,134500,S1,2022-08-16,S1,PL,38,19
1190,33000.0,31113.54,36,F,เกษตรกร,20000.0,MC,HONDA,WAVE 110 I,2021,DM,44000,S1,2022-09-26,S1,PL,39,2
1191,280000.0,280000.0,60,F,อาจารย์,25000.0,PU,ISUZU,D-MAX,2011,AR,351500,S1,2022-11-01,S1,PL,42,12
1193,100000.0,100000.0,24,M,เกษตรกร,20000.0,PU,TOYOTA,HILUX VIGO,2010,CP,292000,S1,2022-12-14,S1,PL,70,13
1195,29000.0,28970.41,24,M,พนักงานบริษัท,9000.0,MC,HONDA,WAVE 125 I,2019,DR,38900,S1,2022-11-28,S1,PL,42,4
1196,20000.0,16819.64,12,M,อื่นๆ,15000.0,MC,HONDA,WAVE 110 I,2022,CH,44500,S1,2022-11-03,S1,PL,26,1
1198,34500.0,34500.0,60,F,พนักงานบริษัท,15000.0,CAR,TOYOTA,CAMRY,1999,IE,115000,S1,2022-12-07,S1,PL,64,24
1199,22600.0,22500.14,12,M,พนักงานบริษัท,15000.0,MC,HONDA,ZOOMER X 110I,2016,CA,30000,S1,2022-10-25,S1,PL,28,7
1200,60000.0,52742.13,30,F,เกษตรกร,12000.0,PU,ISUZU,D-MAX,2007,DB,267000,S1,2022-07-19,S1,PL,60,16
1201,57000.0,56421.51,36,M,อื่นๆ,30000.0,MC,HONDA,PCX 150,2020,ED,76500,S1,2022-09-13,S1,PL,49,3
1202,36000.0,34280.59,36,F,ข้าราชการ,19000.0,MC,YAMAHA,GRAND FILANO 125,2021,AN,54500,S1,2022-09-02,S1,PL,40,2
1203,127000.0,126157.71,60,M,STREET VENDOR,20000.0,CAR,NISSAN,ALMERA,2013,BI,196000,S1,2022-09-06,S1,PL,43,10
1204,14000.0,13095.21,12,F,อื่นๆ,35000.0,MC,HONDA,ICON,2008,AX,19500,S1,2022-11-03,S1,PL,30,15
1205,85000.0,85000.0,60,F,STREET VENDOR,30000.0,CAR,TOYOTA,VIOS,2004,CJ,121500,S1,2022-11-21,S1,PL,40,19
1206,40000.0,40000.0,36,F,พนักงานบริษัท,15000.0,MC,YAMAHA,YZF R15,2019,CM,53500,S1,2022-11-18,S1,PL,39,4
1207,52000.0,49508.83,42,F,เลี้ยงสัตว์,15000.0,PU,ISUZU,D-MAX,2006,CN,250000,S1,2022-09-16,S1,PL,60,17
1208,9500.0,4891.85,12,F,STREET VENDOR,15000.0,MC,YAMAHA,FINO (4DO),2007,AA,13000,S1,2022-07-09,S1,PL,51,16
1210,10000.0,8734.08,18,M,อื่นๆ,10000.0,MC,YAMAHA,FILANO,2012,AA,23500,S1,2022-08-11,S1,PL,23,11
1211,40000.0,40000.0,18,M,พนักงานบริษัท,12500.0,PU,ISUZU,D-MAX,2004,BI,185000,S1,2022-12-27,S1,PL,46,19
1213,15000.0,14790.29,36,M,STREET VENDOR,15000.0,MC,HONDA,PCX 150,2020,ED,76500,S1,2022-11-17,S1,PL,23,3
1214,160000.0,159787.51,60,F,เกษตรกร,20000.0,PU,ISUZU,ELF,2005,CL,240500,S1,2022-09-21,S1,PL,43,18
1215,150000.0,145739.35,48,M,บุคลากรทางการแพทย์,40000.0,CAR,NISSAN,TEANA,2010,AK,291000,S1,2022-11-07,S1,PL,38,13
1216,135000.0,132780.67,48,F,พนักงานบริษัท,18000.0,CAR,MITSUBISHI,ATTRAGE,2013,BN,196500,S1,2022-12-01,S1,PL,43,10
1217,4800.0,4800.0,12,F,อาจารย์,30000.0,MC,HONDA,WAVE 100,2005,AD,16000,S1,2022-11-11,S1,PL,37,18
1218,26900.0,26879.4,24,M,พนักงานบริษัท,14500.0,MC,HONDA,WAVE 110I,2022,CI,41500,S1,2022-07-26,S1,PL,26,1
1220,55000.0,55000.0,36,F,STREET VENDOR,40000.0,CAR,TOYOTA,COROLLA ALTIS,2003,DW,136500,S1,2022-12-25,S1,PL,47,20
1222,35000.0,33188.61,36,F,อื่นๆ,18000.0,MC,YAMAHA,YZF R15,2018,CN,50500,S1,2022-11-14,S1,PL,36,5
1223,32400.0,32400.0,36,F,อื่นๆ,12000.0,MC,HONDA,WAVE 110 I,2019,DS,43000,S1,2022-12-29,S1,PL,36,4
1224,91000.0,88486.67,30,F,พนักงานบริษัท,16500.0,CAR,FORD,FIESTA,2012,AA,157000,S1,2022-09-24,S1,PL,28,11
1226,280000.0,277043.97,60,F,STREET VENDOR,20000.0,PU,ISUZU,D-MAX,2011,CK,350000,S1,2022-07-18,S1,PL,61,12
1227,190000.0,189888.93,60,M,อื่นๆ,30000.0,PU,TOYOTA,HILUX VIGO,2008,CB,285000,S1,2022-07-21,S1,PL,40,15
1228,10500.0,10500.0,12,F,STREET VENDOR,15000.0,MC,YAMAHA,MIO 115,2011,AJ,14000,S1,2022-12-22,S1,PL,50,12
1229,110000.0,107306.0,60,M,STREET VENDOR,13500.0,PU,FORD,RANGER,2007,AQ,175000,S1,2022-11-21,S1,PL,69,16
1230,20000.0,17900.75,12,M,พนักงานบริษัท,18000.0,MC,HONDA,WAVE 110 I,2012,BF,38000,S1,2022-10-09,S1,PL,27,11
1231,28000.0,28000.0,60,F,อื่นๆ,20000.0,CAR,CHEVROLET,AVEO,2010,AD,93000,S1,2022-10-30,S1,PL,31,13
1232,205000.0,203015.9,60,M,อื่นๆ,40000.0,PU,NISSAN,FRONTIER NAVARA,2012,CI,293000,S1,2022-07-26,S1,PL,51,11
1233,120000.0,120000.0,60,F,เกษตรกร,28300.0,PU,TOYOTA,HILUX TIGER,2002,DH,169000,S1,2022-12-10,S1,PL,51,21
1234,15000.0,13346.88,24,F,พนักงานบริษัท,16000.0,MC,YAMAHA,FINO 115,2014,AO,20000,S1,2022-10-03,S1,PL,33,9
1235,55000.0,55000.0,60,M,พนักงานบริษัท,20000.0,CAR,HONDA,CITY,2002,BH,109000,S1,2022-11-14,S1,PL,43,21
1236,15000.0,14483.08,18,F,อื่นๆ,15000.0,MC,YAMAHA,FINO 115,2014,AO,20000,S1,2022-10-25,S1,PL,53,9
1237,78000.0,78000.0,60,F,เกษตรกร,15000.0,CAR,TOYOTA,VIOS,2003,AD,104500,S1,2022-12-29,S1,PL,33,20
1238,50000.0,49609.68,36,F,STREET VENDOR,30000.0,CAR,HONDA,CITY,2014,AW,319000,S1,2022-10-17,S1,PL,33,9
1239,48000.0,48000.0,36,F,อื่นๆ,8000.0,MC,VESPA,S 125,2019,AI,69000,S1,2022-12-26,S1,PL,28,4
1240,130000.0,130000.0,60,M,อื่นๆ,20000.0,PU,TOYOTA,HILUX TIGER,2002,DH,169000,S1,2022-11-30,S1,PL,32,21
1241,14300.0,13643.74,18,F,เกษตรกร,15000.0,MC,HONDA,SCOOPY I,2013,BH,19000,S1,2022-11-25,S1,PL,30,10
1242,150000.0,150000.0,60,M,เกษตรกร,15000.0,PU,TOYOTA,HILUX TIGER,2004,BT,193000,S1,2022-08-30,S1,PL,56,19
1243,294000.0,294000.0,60,M,เกษตรกร,25000.0,PU,MITSUBISHI,TRITON,2015,BN,418000,S1,2022-10-18,S1,PL,44,8
1244,13000.0,13000.0,18,M,STREET VENDOR,15000.0,MC,YAMAHA,SPARK 115 I,2013,AL,18500,S1,2022-12-27,S1,PL,48,10
1245,28100.0,24212.01,12,F,พนักงานบริษัท,25000.0,MC,HONDA,MSX 125,2018,BP,37500,S1,2022-10-03,S1,PL,36,5
1246,27000.0,27000.0,36,F,STREET VENDOR,15000.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S1,2022-12-19,S1,PL,53,11
1249,31000.0,29617.12,36,M,เกษตรกร,10000.0,MC,HONDA,WAVE 110 I,2019,DO,42000,S1,2022-08-09,S1,PL,53,4
1250,30000.0,29856.81,36,F,พนักงานบริษัท,17000.0,MC,HONDA,WAVE 110 I,2017,CR,40000,S1,2022-10-29,S1,PL,49,6
1251,250000.0,250000.0,60,M,เกษตรกร,30000.0,PU,TOYOTA,HILUX REVO,2015,EG,325500,S1,2022-12-27,S1,PL,66,8
1252,200000.0,172216.14,12,F,STREET VENDOR,30000.0,PU,TOYOTA,HILUX VIGO,2008,CI,285000,S1,2022-10-16,S1,PL,40,15
1253,31500.0,31500.0,36,F,เกษตรกร,20000.0,MC,HONDA,WAVE 110 I,2018,DG,42000,S1,2022-11-29,S1,PL,50,5
1255,20000.0,19858.5,36,M,อื่นๆ,22000.0,MC,HONDA,ZOOMER X 110I,2017,CN,31000,S1,2022-11-02,S1,PL,26,6
1256,70000.0,70000.0,48,M,เกษตรกร,25000.0,PU,ISUZU,DRAGON POWER,2002,CP,135000,S1,2022-10-08,S1,PL,53,21
1257,250000.0,246035.01,48,M,STREET VENDOR,31000.0,PU,TOYOTA,FORTUNER,2011,DP,493500,S1,2022-11-17,S1,PL,45,12
1258,174500.0,174500.0,60,M,ข้าราชการ,35000.0,CAR,MITSUBISHI,MIRAGE,2015,CD,269000,S1,2022-11-16,S1,PL,52,8
1259,250000.0,247013.39,48,M,พนักงานบริษัท,37000.0,CAR,HONDA,CIVIC,2011,AQ,336500,S1,2022-09-16,S1,PL,29,12
1260,94000.0,93976.79,36,M,อื่นๆ,30000.0,PU,NISSAN,FRONTIER,2005,AV,156000,S1,2022-09-20,S1,PL,31,18
1261,200000.0,197105.27,60,M,พนักงานบริษัท,21080.0,PU,ISUZU,D-MAX,2005,BO,251000,S1,2022-10-17,S1,PL,49,18
1262,31000.0,30941.95,36,F,STREET VENDOR,20000.0,MC,HONDA,WAVE 110 I,2018,DG,42000,S1,2022-08-31,S1,PL,31,5
1263,129000.0,129000.0,60,F,STREET VENDOR,24500.0,CAR,TOYOTA,CAMRY,2003,AI,178500,S1,2022-10-03,S1,PL,53,20
1264,120000.0,120000.0,60,M,พนักงานรัฐวิสาหกิจ,15000.0,CAR,TOYOTA,VIOS,2011,BB,222500,S1,2022-10-02,S1,PL,24,12
1265,105000.0,105000.0,48,F,เกษตรกร,25000.0,CAR,TOYOTA,VIOS,2006,AE,140000,S1,2022-10-26,S1,PL,46,17
1267,150000.0,150000.0,60,F,เกษตรกร,10000.0,PU,ISUZU,D-MAX,2004,BA,190500,S1,2022-10-27,S1,PL,60,19
1268,40000.0,40000.0,24,M,STREET VENDOR,16500.0,MC,YAMAHA,GRAND FILANO 125,2021,AN,54500,S1,2022-11-25,S1,PL,26,2
1270,250000.0,250000.0,60,M,พนักงานบริษัท,23000.0,PU,TOYOTA,HILUX VIGO,2007,EG,314000,S1,2022-11-16,S1,PL,46,16
1271,150000.0,150000.0,60,M,อื่นๆ,15000.0,PU,ISUZU,D-MAX,2009,BA,309000,S1,2022-12-27,S1,PL,28,14
1272,110000.0,107182.06,48,M,เกษตรกร,15000.0,PU,TOYOTA,HILUX VIGO,2007,CV,245000,S1,2022-09-02,S1,PL,64,16
1273,143000.0,143000.0,60,M,พนักงานบริษัท,20000.0,CAR,TOYOTA,VIOS,2009,BL,191000,S1,2022-11-04,S1,PL,28,14
1274,28000.0,26416.64,24,M,พนักงานบริษัท,20000.0,MC,HONDA,WAVE 110 I,2019,DU,44000,S1,2022-10-03,S1,PL,33,4
1275,31500.0,31284.64,36,M,เกษตรกร,12000.0,MC,HONDA,WAVE 110 I,2019,DO,42000,S1,2022-11-05,S1,PL,57,4
1276,33000.0,30733.73,36,M,เกษตรกร,10000.0,MC,YAMAHA,AEROX 155,2018,AF,44000,S1,2022-07-25,S1,PL,50,5
1277,5400.0,4952.27,12,M,อื่นๆ,12000.0,MC,HONDA,WAVE 100,2006,AI,18000,S1,2022-11-07,S1,PL,44,17
1278,14000.0,14000.0,24,M,อาจารย์,10000.0,MC,HONDA,WAVE 110 I,2009,AF,19000,S1,2022-11-25,S1,PL,28,14
1279,96000.0,94957.88,60,F,STREET VENDOR,7800.0,PU,NISSAN,FRONTIER,2004,AP,159000,S1,2022-12-01,S1,PL,42,19
1280,16000.0,16000.0,24,F,เกษตรกร,10000.0,MC,HONDA,MSX 125,2015,BK,28500,S1,2022-12-22,S1,PL,52,8
1281,30000.0,30000.0,24,F,เกษตรกร,15000.0,PU,TOYOTA,HILUX REVO,2017,FQ,572500,S1,2022-12-20,S1,PL,41,6
1282,27000.0,26799.44,36,F,STREET VENDOR,10000.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S1,2022-10-18,S1,PL,62,11
1283,260000.0,255017.06,48,M,พนักงานบริษัท,32500.0,CAR,TOYOTA,CAMRY,2010,AC,346000,S1,2022-08-27,S1,PL,61,13
1285,35000.0,33026.48,24,M,ข้าราชการ,20000.0,MC,YAMAHA,N-MAX 155,2017,CQ,46500,S1,2022-09-20,S1,PL,43,6
1286,5400.0,4952.27,12,M,อื่นๆ,12000.0,MC,HONDA,WAVE 100,2006,AI,18000,S1,2022-11-07,S1,PL,44,17
1287,60000.0,47457.23,12,M,STREET VENDOR,30000.0,PU,NISSAN,FRONTIER,2004,AU,116500,S1,2022-08-26,S1,PL,49,19
1288,140000.0,138674.36,60,M,เกษตรกร,25000.0,CAR,HONDA,CIVIC,2005,DJ,223500,S1,2022-11-03,S1,PL,41,18
1289,18300.0,17559.63,18,M,STREET VENDOR,16000.0,MC,YAMAHA,MIO 125I,2012,AO,24500,S1,2022-11-16,S1,PL,32,11
1290,234000.0,234000.0,60,F,ข้าราชการ,35000.0,CAR,TOYOTA,YARIS,2014,AJ,311000,S1,2022-11-07,S1,PL,33,9
1291,27000.0,27000.0,36,M,พนักงานรัฐวิสาหกิจ,16000.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S1,2022-11-28,S1,PL,45,11
1292,3700.0,3700.0,12,M,ข้าราชการ,21320.0,MC,HONDA,CLICK 110,2006,AA,12500,S1,2022-12-15,S1,PL,59,17
1293,130000.0,130000.0,24,F,พนักงานบริษัท,19000.0,PU,ISUZU,D-MAX,2004,BA,190500,S1,2022-12-07,S1,PL,52,19
1294,33000.0,32143.82,36,M,เกษตรกร,13000.0,MC,HONDA,DREAM 110,2016,CB,45000,S1,2022-12-08,S1,PL,27,7
1295,200000.0,196316.67,48,F,เกษตรกร,30000.0,PU,ISUZU,D-MAX,2013,CO,418000,S1,2022-11-15,S1,PL,36,10
1298,40000.0,40000.0,36,M,อื่นๆ,20000.0,MC,YAMAHA,GRAND FILANO 125,2020,AU,53500,S1,2022-12-30,S1,PL,65,3
1299,160000.0,160000.0,60,M,เกษตรกร,30000.0,PU,ISUZU,ELF,2005,CL,240500,S1,2022-11-03,S1,PL,39,18
1300,150000.0,150000.0,60,M,STREET VENDOR,25000.0,PU,ISUZU,D-MAX,2003,AR,197500,S1,2022-09-07,S1,PL,61,20
1301,246000.0,245834.08,60,M,พนักงานบริษัท,16600.0,PU,TOYOTA,HILUX VIGO,2012,EN,359000,S1,2022-10-12,S1,PL,42,11
1302,40000.0,40000.0,36,F,พนักงานบริษัท,20000.0,MC,HONDA,CLICK 150I,2021,AW,53500,S1,2022-12-01,S1,PL,25,2
1303,25000.0,24779.96,36,F,อื่นๆ,20000.0,MC,HONDA,SUPER CUB 110,2019,DA,38000,S1,2022-11-08,S1,PL,47,4
1304,150000.0,1583.59,60,M,พนักงานบริษัท,16000.0,PU,ISUZU,D-MAX,2005,CE,217000,S1,2022-11-28,S1,PL,28,18
1305,17000.0,14728.57,12,F,STREET VENDOR,10000.0,MC,HONDA,MSX 125,2013,AQ,23500,S1,2022-09-16,S1,PL,22,10
1306,30000.0,29133.65,36,M,พนักงานบริษัท,20000.0,MC,HONDA,CLICK 125I,2021,AV,43500,S1,2022-08-16,S1,PL,33,2
1307,27000.0,27000.0,36,F,พนักงานบริษัท,18000.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S1,2022-10-18,S1,PL,44,11
1309,28000.0,26403.89,24,F,อื่นๆ,13000.0,MC,HONDA,WAVE 110 I,2012,BF,38000,S1,2022-07-06,S1,PL,32,11
1310,17000.0,17000.0,36,F,พนักงานบริษัท,12000.0,PU,MITSUBISHI,TRITON,2005,BR,212000,S1,2022-11-14,S1,PL,38,18
1311,100000.0,100000.0,18,M,พนักงานบริษัท,35000.0,PU,FORD,RANGER,2014,AZ,389000,S1,2022-12-23,S1,PL,59,9
1312,15000.0,12915.99,18,M,เกษตรกร,15000.0,MC,HONDA,WAVE 110 I,2010,AG,20000,S1,2022-09-08,S1,PL,42,13
1313,170000.0,170000.0,60,M,เกษตรกร,30000.0,PU,MITSUBISHI,TRITON,2009,BD,247500,S1,2022-08-05,S1,PL,44,14
1314,9000.0,8420.49,12,F,STREET VENDOR,10000.0,MC,YAMAHA,NOUVO 135,2008,AD,12000,S1,2022-11-14,S1,PL,51,15
1316,20000.0,18131.97,24,F,พนักงานบริษัท,12000.0,MC,HONDA,WAVE 110 I,2018,DG,42000,S1,2022-09-05,S1,PL,28,5
1317,50000.0,50000.0,36,M,อื่นๆ,20000.0,MC,HONDA,PCX 150,2020,ED,76500,S1,2022-12-20,S1,PL,32,3
1318,18000.0,16218.58,18,M,อื่นๆ,9000.0,MC,HONDA,SCOOPY I,2013,BG,24000,S1,2022-11-03,S1,PL,53,10
