,Principal Approve Amount,Principal Amount,Repayment Tenor Month Number,Occupation Description,Total Income Amount (Month),Collateral Type Code,Vehicle Brand,Vehicle Model,Vehicle Release Year,Vehicle Sub Model,Evaluation Amount,System CAR Code (Daily),System CAR Code Date,Final CAR Code Previous Month,DPD,age,Vehicle Age,per_LTV,per_LTV_cate,F,M
2045,10000.0,5949.79,12,เกษตรกร,20000.0,MC,HONDA,WAVE 110 I,2019,DS,43000,S2,2023-01-06,S1,PL,50,4,23.25581395348837,30%,0,1
2047,200000.0,199750.29,60,เกษตรกร,20000.0,PU,MITSUBISHI,TRITON,2012,BU,372000,S2,2023-01-06,S1,PL,33,11,53.76344086021505,50-65%,1,0
2048,150000.0,150000.0,60,STREET VENDOR,19000.0,MC,YAMAHA,FINO (MLEKE),2012,AE,25000,S2,2023-01-09,S1,PL,43,11,600.0,30%,0,1
2049,16000.0,15990.65,18,พนักงานบริษัท,13000.0,MC,HONDA,MSX 125,2014,BB,26000,S1,2022-06-30,S1,PL,28,9,61.53846153846154,65-75%,0,1
2050,26000.0,21697.43,18,เกษตรกร,15000.0,MC,HONDA,WAVE 110 I,2016,CM,40000,S1,2022-06-30,S1,PL,37,7,65.0,65-75%,1,0
2051,30000.0,29769.9,24,อื่นๆ,12000.0,MC,HONDA,WAVE 110 I,2019,DS,43000,S2,2023-01-03,S1,PL,39,4,69.76744186046511,65-75%,1,0
2052,20000.0,19525.0,24,อื่นๆ,12000.0,MC,YAMAHA,FINO (MLEKE),2011,AD,35500,S1,2023-01-13,S2,PL,32,12,56.33802816901409,50-65%,0,1
2053,18500.0,18327.61,18,อื่นๆ,11000.0,MC,YAMAHA,FINN 115I,2018,AI,28500,S1,2022-07-01,S1,PL,33,5,64.91228070175438,65-75%,0,1
2054,11000.0,8687.89,12,STREET VENDOR,38000.0,MC,GPX,DEMON 125,2016,AF,16000,S1,2022-07-03,S1,PL,36,7,68.75,65-75%,1,0
2056,17500.0,17428.68,36,พนักงานรัฐวิสาหกิจ,18370.0,MC,HONDA,MSX 125,2013,AQ,23500,S1,2022-12-28,S2,PL,41,10,74.46808510638297,65-75%,1,0
2057,20000.0,20000.0,18,ข้าราชการ,30000.0,MC,HONDA,DREAM 125,2007,AG,27000,S2,2023-01-06,S1,PL,69,16,74.07407407407408,65-75%,0,1
2058,35000.0,34909.64,24,อื่นๆ,15000.0,MC,HONDA,DREAM 110I,2017,CO,53000,S1,2022-07-04,S1,PL,28,6,66.0377358490566,65-75%,0,1
2059,23000.0,22986.88,18,อื่นๆ,17000.0,MC,HONDA,SCOOPY,2011,AR,31000,S1,2022-07-04,S1,PL,37,12,74.19354838709677,65-75%,1,0
2061,146000.0,144738.43,60,STREET VENDOR,40000.0,CAR,MITSUBISHI,ATTRAGE,2014,AB,207500,S2,2023-01-06,S1,PL,30,9,70.36144578313252,65-75%,1,0
2062,17000.0,14143.92,24,อื่นๆ,20000.0,MC,HONDA,SCOOPY I,2015,CQ,31000,S1,2022-07-06,S1,PL,53,8,54.83870967741935,50-65%,0,1
2063,113000.0,112817.38,48,พนักงานบริษัท,10000.0,CAR,MITSUBISHI,MIRAGE,2013,AD,162000,S2,2023-01-06,S1,PL,31,10,69.75308641975309,65-75%,1,0
2065,16500.0,15955.47,36,พนักงานบริษัท,16000.0,MC,SUZUKI,SHOOTER,2015,AL,24000,S1,2022-07-06,S1,PL,55,8,68.75,65-75%,1,0
2066,178000.0,174556.84,60,เกษตรกร,13000.0,PU,ISUZU,D-MAX,2006,CQ,221500,S1,2022-07-06,S1,PL,38,17,80.36117381489842,75%,0,1
2067,33000.0,31877.48,24,STREET VENDOR,15000.0,MC,HONDA,WAVE 110 I,2020,EI,45000,S2,2023-01-06,S1,PL,38,3,73.33333333333333,65-75%,1,0
2068,196000.0,192056.58,48,พนักงานบริษัท,40000.0,CAR,HONDA,CITY,2012,BS,302000,S2,2023-01-06,S1,PL,42,11,64.90066225165563,65-75%,0,1
2069,24000.0,21930.71,24,พนักงานบริษัท,20000.0,MC,HONDA,WAVE 110 I,2015,CM,38000,S2,2023-01-12,S1,PL,40,8,63.1578947368421,65-75%,1,0
2070,240000.0,238676.22,60,ข้าราชการ,22230.0,PU,TOYOTA,HILUX VIGO,2009,EW,308000,S1,2022-11-09,S2,PL,40,14,77.92207792207793,75%,1,0
2071,195000.0,194986.62,36,STREET VENDOR,30000.0,CAR,TOYOTA,VIOS,2015,DL,319000,S2,2023-01-06,S1,PL,51,8,61.12852664576802,65-75%,1,0
2072,26600.0,23346.05,24,อื่นๆ,9000.0,MC,HONDA,WAVE 110 I,2013,CC,35500,S1,2023-01-15,S2,PL,56,10,74.92957746478874,65-75%,1,0
2074,29000.0,28912.73,36,เกษตรกร,35000.0,MC,HONDA,WAVE 110 I,2016,CI,39000,S1,2022-12-12,S2,PL,43,7,74.35897435897436,65-75%,0,1
2075,30000.0,28107.93,36,เกษตรกร,30000.0,MC,HONDA,WAVE 110 I,2017,CR,40000,S1,2022-07-07,S1,PL,53,6,75.0,65-75%,1,0
2076,15000.0,14956.52,18,พนักงานบริษัท,15000.0,MC,HONDA,WAVE 125 I,2011,BC,21000,S2,2023-01-03,S1,PL,29,12,71.42857142857143,65-75%,0,1
2079,300000.0,298691.16,60,พนักงานบริษัท,17485.0,PU,TOYOTA,HILUX VIGO,2011,EO,393000,S2,2023-01-06,S1,PL,43,12,76.33587786259542,75%,0,1
2080,23000.0,22848.6,24,อื่นๆ,15000.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S1,2022-07-08,S1,PL,27,11,63.888888888888886,65-75%,1,0
2081,305000.0,305000.0,60,พนักงานบริษัท,18000.0,PU,NISSAN,NP300,2017,DD,438500,S2,2023-01-09,S1,PL,43,6,69.55530216647662,65-75%,1,0
2082,231000.0,230962.8,60,อื่นๆ,30000.0,PU,ISUZU,D-MAX,2008,BG,296000,S2,2023-01-12,S1,PL,39,15,78.04054054054053,75%,0,1
2083,16000.0,15936.26,18,บุคลากรทางการแพทย์,13000.0,MC,HONDA,SCOOPY I,2011,AR,24000,S1,2022-12-28,S2,PL,33,12,66.66666666666666,65-75%,1,0
2084,30000.0,29958.86,18,พนักงานบริษัท,15000.0,MC,VESPA,S 125,2015,AH,50500,S2,2023-01-09,S1,PL,32,8,59.4059405940594,50-65%,1,0
2085,25000.0,24990.56,24,พนักงานบริษัท,11200.0,MC,YAMAHA,GRAND FILANO 125,2016,CI,35000,S1,2022-07-08,S1,PL,40,7,71.42857142857143,65-75%,1,0
2086,15500.0,15469.23,24,STREET VENDOR,12000.0,MC,HONDA,WAVE 110 I,2011,AI,21000,S1,2022-07-08,S1,PL,37,12,73.80952380952381,65-75%,1,0
2087,117000.0,117000.0,60,พนักงานบริษัท,15000.0,CAR,MITSUBISHI,MIRAGE,2012,BF,180000,S2,2023-01-09,S1,PL,40,11,65.0,65-75%,1,0
2088,247000.0,246426.39,60,พนักงานบริษัท,20000.0,VAN,TOYOTA,HIACE,2007,BN,330500,S1,2022-11-24,S2,PL,48,16,74.73524962178517,65-75%,1,0
2089,68000.0,67756.17,48,อื่นๆ,15000.0,CAR,TOYOTA,COROLLA ALTIS,2002,EE,117000,S2,2023-01-09,S1,PL,30,21,58.119658119658126,50-65%,1,0
2090,155000.0,154945.25,60,พนักงานบริษัท,33780.0,CAR,HONDA,CIVIC,2005,DI,210000,S2,2023-01-06,S1,PL,43,18,73.80952380952381,65-75%,1,0
2091,166000.0,165603.24,60,อื่นๆ,16737.0,CAR,MAZDA,2,2013,BC,256000,S1,2022-07-09,S1,PL,31,10,64.84375,65-75%,1,0
2092,23000.0,22924.24,24,อื่นๆ,9000.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S2,2023-01-09,S1,PL,25,11,63.888888888888886,65-75%,1,0
2094,14600.0,14555.46,24,STREET VENDOR,10000.0,MC,HONDA,ICON,2008,AX,19500,S2,2023-01-06,S1,PL,39,15,74.87179487179488,65-75%,1,0
2095,140000.0,139298.19,60,STREET VENDOR,25000.0,PU,ISUZU,D-MAX,2003,AD,177000,S1,2022-07-11,S1,PL,40,20,79.09604519774011,75%,1,0
2096,220000.0,220000.0,60,พนักงานบริษัท,27880.0,PU,ISUZU,D-MAX,2013,BM,303500,S2,2023-01-06,S1,PL,61,10,72.48764415156508,65-75%,1,0
2097,240000.0,237925.23,60,STREET VENDOR,30000.0,PU,TOYOTA,HILUX VIGO,2005,CN,307000,S2,2023-01-06,S1,PL,41,18,78.17589576547232,75%,1,0
2098,25000.0,24849.38,30,ข้าราชการ,11500.0,MC,YAMAHA,FINO 125,2019,AS,34000,S1,2022-07-11,S1,PL,38,4,73.52941176470588,65-75%,0,1
2099,40000.0,39991.9,18,พนักงานบริษัท,8500.0,MC,VESPA,SPRINT 125,2017,AN,77900,S1,2022-07-11,S1,PL,27,6,51.34788189987163,50-65%,0,1
2100,23000.0,22924.69,24,อื่นๆ,21000.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S2,2023-01-06,S1,PL,39,11,63.888888888888886,65-75%,0,1
2101,24000.0,21209.59,24,STREET VENDOR,22000.0,MC,HONDA,SCOOPY I,2018,CH,32000,S1,2022-07-11,S1,PL,37,5,75.0,65-75%,1,0
2102,28000.0,27937.51,24,STREET VENDOR,16000.0,MC,YAMAHA,FINN 115I,2022,AE,38500,S1,2022-07-12,S1,PL,46,1,72.72727272727273,65-75%,1,0
2103,225000.0,222456.12,48,อื่นๆ,19500.0,VAN,TOYOTA,COMMUTER,2010,FA,300000,S1,2022-07-12,S1,PL,29,13,75.0,65-75%,0,1
2104,27000.0,26989.72,24,ข้าราชการ,15000.0,MC,HONDA,WAVE 110 I,2017,CU,42000,S2,2023-01-06,S1,PL,35,6,64.28571428571429,65-75%,0,1
2105,200000.0,200000.0,60,ข้าราชการ,40590.0,PU,TOYOTA,HILUX VIGO,2013,BP,374500,S2,2023-01-06,S1,PL,58,10,53.40453938584779,50-65%,0,1
2106,99000.0,98945.03,60,STREET VENDOR,25000.0,CAR,TOYOTA,VIOS,2005,EM,153000,S1,2022-07-12,S1,PL,30,18,64.70588235294117,65-75%,1,0
2109,23000.0,22754.69,36,STREET VENDOR,30000.0,MC,HONDA,WAVE 125 I,2016,CE,30900,S2,2023-01-06,S1,PL,40,7,74.4336569579288,65-75%,0,1
2110,50000.0,48653.82,24,STREET VENDOR,20000.0,MC,HONDA,PCX 150,2019,DN,72000,S2,2023-01-06,S1,PL,26,4,69.44444444444444,65-75%,1,0
2111,20000.0,18540.35,18,พนักงานบริษัท,20000.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S1,2022-07-14,S1,PL,46,11,55.55555555555556,50-65%,0,1
2112,200000.0,199983.52,60,STREET VENDOR,30000.0,PU,ISUZU,D-MAX,2006,CN,250000,S1,2023-01-09,S2,PL,46,17,80.0,75%,0,1
2114,80000.0,79960.31,36,อื่นๆ,18000.0,CAR,HONDA,JAZZ,2004,AG,134500,S2,2023-01-06,S1,PL,22,19,59.479553903345725,50-65%,0,1
2115,280000.0,278468.92,60,STREET VENDOR,30000.0,PU,TOYOTA,HILUX VIGO,2012,EI,348000,S1,2022-10-26,S2,PL,65,11,80.45977011494253,75%,1,0
2116,210000.0,208371.49,60,STREET VENDOR,30000.0,PU,ISUZU,D-MAX,2006,CI,264500,S1,2022-07-14,S1,PL,56,17,79.39508506616258,75%,1,0
2117,15000.0,14019.2,24,อื่นๆ,19000.0,MC,HONDA,WAVE 110 I,2010,AJ,20000,S2,2023-01-03,S1,PL,51,13,75.0,65-75%,0,1
2118,28000.0,26765.06,36,STREET VENDOR,20000.0,MC,YAMAHA,GRAND FILANO 125,2018,AU,43500,S1,2022-11-03,S2,PL,34,5,64.36781609195403,65-75%,1,0
2119,72000.0,71925.51,60,ข้าราชการ,21000.0,CAR,HONDA,CITY,2005,CX,144500,S1,2022-07-15,S1,PL,51,18,49.82698961937716,30-50%,1,0
2120,70000.0,69645.52,36,STREET VENDOR,15000.0,CAR,TOYOTA,COROLLA ALTIS,2003,DX,131500,S2,2023-01-06,S1,PL,43,20,53.2319391634981,50-65%,1,0
2123,100000.0,98057.1,42,อื่นๆ,12000.0,PU,TOYOTA,HILUX TIGER,2000,IA,179500,S2,2023-01-09,S1,PL,50,23,55.71030640668524,50-65%,0,1
2124,26000.0,25856.81,24,STREET VENDOR,15000.0,MC,HONDA,WAVE 110 I,2013,BW,35000,S1,2022-11-28,S2,PL,35,10,74.28571428571429,65-75%,1,0
2125,30000.0,28534.46,36,อื่นๆ,20000.0,MC,HONDA,WAVE 125 I,2022,CP,53000,S1,2022-07-16,S1,PL,35,1,56.60377358490566,50-65%,0,1
2126,160000.0,158702.89,48,เกษตรกร,40000.0,PU,ISUZU,D-MAX,2012,CD,435000,S2,2023-01-06,S1,PL,45,11,36.7816091954023,30-50%,0,1
2127,40000.0,39931.68,36,พนักงานบริษัท,20000.0,MC,HONDA,PCX 150,2018,DD,64500,S2,2023-01-06,S1,PL,27,5,62.01550387596899,65-75%,1,0
2128,40000.0,39476.64,36,STREET VENDOR,15000.0,MC,HONDA,DREAM 110I,2017,CO,53000,S2,2023-01-06,S1,PL,58,6,75.47169811320755,75%,1,0
2129,49000.0,48945.53,30,อื่นๆ,15000.0,MC,VESPA,GTS 150,2018,AB,69700,S1,2023-01-12,S2,PL,25,5,70.3012912482066,65-75%,0,1
2130,28000.0,27629.48,36,อื่นๆ,10000.0,MC,HONDA,WAVE 110 I,2019,DU,44000,S2,2023-01-06,S1,PL,30,4,63.63636363636363,65-75%,1,0
2131,15000.0,14843.56,18,STREET VENDOR,25000.0,MC,HONDA,SCOOPY I,2010,AS,23000,S1,2022-07-17,S1,PL,47,13,65.21739130434783,65-75%,1,0
2132,4500.0,3938.63,12,STREET VENDOR,10000.0,MC,HONDA,WAVE 100,2004,AB,15000,S2,2023-01-03,S1,PL,38,19,30.0,30%,1,0
2133,30000.0,25972.88,24,อื่นๆ,12000.0,MC,YAMAHA,AEROX 155,2018,AB,44000,S1,2023-01-09,S2,PL,27,5,68.18181818181817,65-75%,0,1
2134,189000.0,189000.0,60,STREET VENDOR,15000.0,PU,TOYOTA,HILUX VIGO,2008,CD,270500,S2,2023-01-06,S1,PL,42,15,69.87060998151571,65-75%,1,0
2135,200000.0,197486.11,60,เกษตรกร,20000.0,PU,MAZDA,BT-50PRO,2013,AP,316000,S1,2022-07-18,S1,PL,56,10,63.29113924050633,65-75%,0,1
2136,213100.0,212706.59,60,STREET VENDOR,40000.0,PU,ISUZU,D-MAX,2007,CY,304500,S1,2022-11-11,S2,PL,41,16,69.98357963875205,65-75%,1,0
2137,233000.0,222296.98,48,พนักงานบริษัท,14000.0,CAR,TOYOTA,YARIS,2014,AJ,311000,S1,2023-01-13,S2,PL,58,9,74.91961414790997,65-75%,1,0
2138,14000.0,12069.5,18,พนักงานบริษัท,15000.0,MC,YAMAHA,SPARK 115 I,2013,AK,19500,S2,2023-01-09,S1,PL,40,10,71.7948717948718,65-75%,1,0
2139,37700.0,37237.98,36,STREET VENDOR,40000.0,MC,YAMAHA,GRAND FILANO 125,2019,AW,50000,S2,2023-01-06,S1,PL,38,4,75.4,75%,0,1
2140,158000.0,157957.37,48,พนักงานบริษัท,14000.0,CAR,HONDA,BRIO,2013,AO,209500,S2,2023-01-06,S1,PL,33,10,75.41766109785203,75%,1,0
2141,134000.0,131981.39,60,STREET VENDOR,40000.0,CAR,NISSAN,MARCH,2013,BO,191000,S2,2023-01-09,S1,PL,35,10,70.15706806282722,65-75%,1,0
2143,170000.0,169998.57,60,เกษตรกร,12500.0,PU,ISUZU,D-MAX,2004,AC,227000,S2,2023-01-12,S1,PL,63,19,74.8898678414097,65-75%,0,1
2144,25000.0,14527.5,24,อื่นๆ,13000.0,CAR,TOYOTA,COROLLA ALTIS,2004,AX,131500,S1,2022-07-18,S1,PL,25,19,19.011406844106464,30%,1,0
2145,21000.0,20814.93,36,อื่นๆ,20000.0,CAR,TOYOTA,COROLA,1997,IP,70000,S2,2023-01-03,S1,PL,42,26,30.0,30%,0,1
2146,31500.0,30783.25,36,STREET VENDOR,20000.0,MC,HONDA,WAVE 110 I,2019,DP,42000,S2,2023-01-03,S1,PL,40,4,75.0,65-75%,1,0
2147,142600.0,140356.63,60,พนักงานบริษัท,18000.0,CAR,SUZUKI,SWIFT,2012,AK,219500,S2,2023-01-09,S1,PL,43,11,64.96583143507972,65-75%,0,1
2148,260000.0,259582.22,60,พนักงานบริษัท,16000.0,PU,TOYOTA,HILUX VIGO,2013,EM,356500,S1,2023-01-13,S2,PL,43,10,72.9312762973352,65-75%,1,0
2149,160000.0,154407.01,36,STREET VENDOR,21000.0,CAR,MITSUBISHI,ATTRAGE,2014,AC,229000,S1,2022-10-26,S2,PL,59,9,69.86899563318777,65-75%,1,0
2152,50000.0,49522.41,30,พนักงานบริษัท,21500.0,MC,HONDA,PCX 150,2020,ED,76500,S1,2022-12-31,S2,PL,36,3,65.359477124183,65-75%,0,1
2153,20000.0,19934.46,18,พนักงานบริษัท,13000.0,MC,HONDA,WAVE 110 I,2013,BW,35000,S1,2022-07-19,S1,PL,39,10,57.14285714285714,50-65%,1,0
2156,110000.0,110000.0,60,อื่นๆ,25000.0,CAR,TOYOTA,CAMRY,2004,DL,203000,S2,2023-01-06,S1,PL,55,19,54.187192118226605,50-65%,0,1
2157,15000.0,14978.71,24,อื่นๆ,15000.0,MC,HONDA,SCOOPY I,2012,BO,23000,S1,2023-01-07,S2,PL,36,11,65.21739130434783,65-75%,1,0
2158,150000.0,147612.7,48,อื่นๆ,15000.0,PU,ISUZU,D-MAX,2004,AH,207000,S1,2023-01-09,S2,PL,38,19,72.46376811594203,65-75%,0,1
2159,40000.0,30120.88,12,STREET VENDOR,20000.0,MC,HONDA,PCX 150,2020,ED,76500,S2,2023-01-06,S1,PL,41,3,52.28758169934641,50-65%,1,0
2160,65000.0,63890.44,36,พนักงานบริษัท,30000.0,CAR,CHEVROLET,CRUZE,2013,CF,218500,S2,2023-01-03,S1,PL,47,10,29.74828375286041,30%,0,1
2161,31000.0,29625.06,36,STREET VENDOR,18000.0,MC,HONDA,WAVE 110 I,2018,DG,42000,S1,2022-12-09,S2,PL,47,5,73.80952380952381,65-75%,0,1
2162,48000.0,45527.85,30,STREET VENDOR,40000.0,MC,HONDA,PCX 150,2018,DD,64500,S1,2022-07-19,S1,PL,33,5,74.4186046511628,65-75%,1,0
2163,247000.0,246993.31,60,พนักงานบริษัท,25000.0,PU,ISUZU,D-MAX,2010,BN,308000,S1,2023-01-13,S2,PL,49,13,80.1948051948052,75%,0,1
2164,27000.0,24989.8,36,STREET VENDOR,20000.0,MC,HONDA,WAVE 125,2007,AL,26900,S2,2023-01-09,S1,PL,38,16,100.3717472118959,30%,1,0
2165,42000.0,41819.07,36,พนักงานบริษัท,17000.0,MC,YAMAHA,AEROX 155,2021,BW,56000,S2,2023-01-03,S1,PL,37,2,75.0,65-75%,0,1
2166,13000.0,12656.17,18,อื่นๆ,12000.0,MC,HONDA,SCOOPY I,2010,AS,23000,S1,2022-07-20,S1,PL,47,13,56.52173913043478,50-65%,1,0
2168,285000.0,284524.88,60,พนักงานบริษัท,12000.0,PU,TOYOTA,HILUX VIGO,2013,EM,356500,S2,2023-01-03,S1,PL,40,10,79.94389901823283,75%,0,1
2169,110000.0,109799.5,36,อื่นๆ,30000.0,PU,TOYOTA,HILUX TIGER,2000,HV,191000,S2,2023-01-03,S1,PL,32,23,57.59162303664922,50-65%,1,0
2170,33000.0,32929.75,18,เลี้ยงสัตว์,30000.0,MC,HONDA,WAVE 110 I,2021,DM,44000,S2,2023-01-03,S1,PL,49,2,75.0,65-75%,0,1
2171,300000.0,299933.9,60,เกษตรกร,35000.0,CAR,HONDA,CR-V,2009,BI,352500,S1,2022-07-20,S1,PL,47,14,85.1063829787234,75%,1,0
2172,4500.0,3562.01,12,อื่นๆ,9000.0,MC,HONDA,WAVE 100,2004,AB,15000,S1,2022-07-20,S1,PL,39,19,30.0,30%,0,1
2173,25500.0,25263.91,24,พนักงานบริษัท,25000.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S2,2023-01-09,S1,PL,35,11,70.83333333333334,65-75%,1,0
2175,24000.0,23408.35,36,อื่นๆ,20000.0,MC,YAMAHA,FINN 115I,2019,AK,32000,S1,2022-07-20,S1,PL,29,4,75.0,65-75%,1,0
2177,28000.0,26105.05,24,พนักงานบริษัท,30000.0,MC,HONDA,WAVE 110 I,2012,BF,38000,S2,2023-01-06,S1,PL,40,11,73.68421052631578,65-75%,1,0
2178,25000.0,24761.71,24,STREET VENDOR,20000.0,MC,YAMAHA,GRAND FILANO 125,2018,AU,43500,S1,2022-07-20,S1,PL,42,5,57.47126436781609,50-65%,1,0
2179,30000.0,29013.0,36,STREET VENDOR,20000.0,PU,ISUZU,FASTER Z,1996,AX,133500,S1,2022-07-20,S1,PL,29,27,22.47191011235955,30%,1,0
2180,67000.0,66133.59,60,STREET VENDOR,15000.0,CAR,TOYOTA,VIOS,2003,AD,104500,S1,2022-07-20,S1,PL,59,20,64.11483253588517,65-75%,1,0
2181,32000.0,30916.75,18,เกษตรกร,13000.0,MC,HONDA,WAVE 110 I,2018,DI,43000,S1,2022-07-20,S1,PL,54,5,74.4186046511628,65-75%,1,0
2183,240000.0,239939.04,48,อื่นๆ,15000.0,PU,ISUZU,D-MAX,2014,BI,356500,S1,2022-07-20,S1,PL,35,9,67.3211781206171,65-75%,0,1
2184,33000.0,32985.69,36,อื่นๆ,20000.0,MC,HONDA,WAVE 110 I,2019,DU,44000,S2,2023-01-06,S1,PL,25,4,75.0,65-75%,0,1
2185,30000.0,29555.6,36,เกษตรกร,9000.0,MC,HONDA,WAVE 110 I,2018,DG,42000,S2,2023-01-06,S1,PL,43,5,71.42857142857143,65-75%,1,0
2186,17500.0,17500.0,36,พนักงานบริษัท,15000.0,MC,YAMAHA,FINO (MLEKE),2010,AL,23500,S2,2023-01-06,S1,PL,40,13,74.46808510638297,65-75%,1,0
2187,79000.0,78854.74,60,STREET VENDOR,25000.0,CAR,TOYOTA,VIOS,2005,EE,123000,S1,2022-07-21,S1,PL,25,18,64.22764227642277,65-75%,1,0
2188,80000.0,79867.37,42,พนักงานบริษัท,12000.0,PU,CHEVROLET,COLORADO,2014,CN,268500,S2,2023-01-06,S1,PL,36,9,29.7951582867784,30%,0,1
2189,39400.0,38491.6,30,เกษตรกร,15000.0,CAR,HONDA,CIVIC,2001,FS,131500,S1,2022-07-21,S1,PL,30,22,29.96197718631179,30%,0,1
2190,200000.0,199992.69,36,พนักงานบริษัท,18000.0,PU,ISUZU,D-MAX,2007,CV,286000,S2,2023-01-09,S1,PL,34,16,69.93006993006993,65-75%,0,1
2192,250000.0,246696.91,60,เกษตรกร,30000.0,PU,TOYOTA,HILUX VIGO,2011,DW,340500,S1,2023-01-11,S2,PL,51,12,73.42143906020559,65-75%,0,1
2194,25000.0,24938.19,18,พนักงานบริษัท,15000.0,MC,YAMAHA,GRAND FILANO 125,2015,BF,33000,S1,2023-01-10,S2,PL,51,8,75.75757575757575,75%,0,1
2195,300000.0,300000.0,60,STREET VENDOR,15000.0,PU,TOYOTA,HILUX VIGO,2014,BW,383500,S2,2023-01-06,S1,PL,38,9,78.22685788787483,75%,0,1
2196,18000.0,14903.12,18,อื่นๆ,13000.0,MC,HONDA,WAVE 125,2010,BF,30500,S1,2022-07-21,S1,PL,47,13,59.01639344262295,50-65%,0,1
2198,150000.0,150000.0,60,STREET VENDOR,15000.0,PU,TOYOTA,HILUX VIGO,2005,CP,241000,S2,2023-01-06,S1,PL,42,18,62.24066390041494,65-75%,0,1
2199,140000.0,139232.19,60,STREET VENDOR,30000.0,CAR,TOYOTA,VIOS,2008,AL,188000,S1,2023-01-16,S2,PL,45,15,74.46808510638297,65-75%,1,0
2200,17000.0,16926.92,36,STREET VENDOR,20000.0,MC,YAMAHA,FINO (MLEKE),2010,AL,23500,S2,2023-01-14,S1,PL,41,13,72.3404255319149,65-75%,1,0
2201,30000.0,29618.15,18,STREET VENDOR,20000.0,MC,HONDA,WAVE 110I,2020,DL,40500,S2,2023-01-03,S1,PL,58,3,74.07407407407408,65-75%,1,0
2202,16900.0,16079.69,36,อื่นๆ,22000.0,MC,HONDA,CLICK 125I,2014,AO,26000,S1,2022-07-22,S1,PL,45,9,65.0,65-75%,0,1
2203,7800.0,7229.68,18,อื่นๆ,10000.0,MC,YAMAHA,SPARK 135,2011,AG,12000,S2,2023-01-06,S1,PL,60,12,65.0,65-75%,0,1
2204,18000.0,17927.68,24,อื่นๆ,15000.0,MC,YAMAHA,FINO (MLEKE),2011,AD,24000,S1,2022-07-22,S1,PL,36,12,75.0,65-75%,1,0
2206,24700.0,24602.82,36,STREET VENDOR,20000.0,MC,HONDA,WAVE 110 I,2015,CL,38000,S2,2023-01-03,S1,PL,32,8,65.0,65-75%,0,1
2207,140000.0,139962.0,60,พนักงานบริษัท,30000.0,PU,MAZDA,BT-50,2009,BH,203500,S1,2022-07-23,S1,PL,30,14,68.7960687960688,65-75%,0,1
2208,17000.0,16397.43,18,STREET VENDOR,30000.0,MC,YAMAHA,FILANO,2012,AA,23500,S1,2022-07-23,S1,PL,39,11,72.3404255319149,65-75%,0,1
2210,240000.0,240000.0,48,พนักงานบริษัท,29300.0,CAR,HONDA,ACCORD,2009,AA,331000,S2,2023-01-06,S1,PL,42,14,72.50755287009063,65-75%,1,0
2211,15000.0,14918.22,12,พนักงานบริษัท,18000.0,MC,HONDA,ZOOMER X 110I,2014,BT,21000,S1,2022-07-23,S1,PL,38,9,71.42857142857143,65-75%,0,1
2212,25000.0,21732.51,18,STREET VENDOR,15000.0,MC,HONDA,DREAM 110I,2013,BL,40000,S1,2022-11-28,S2,PL,22,10,62.5,65-75%,1,0
2213,25000.0,23281.58,24,อื่นๆ,12000.0,MC,HONDA,WAVE 110 I,2019,DU,44000,S2,2023-01-03,S1,PL,47,4,56.81818181818182,50-65%,1,0
2214,236000.0,235915.51,60,ข้าราชการ,32930.0,CAR,MG,MG3,2019,AJ,315500,S1,2023-01-07,S2,PL,31,4,74.80190174326465,65-75%,1,0
2217,170000.0,166536.04,60,STREET VENDOR,40000.0,CAR,MG,MG3,2016,AD,253500,S1,2022-07-24,S1,PL,29,7,67.0611439842209,65-75%,1,0
2218,32000.0,31947.92,36,พนักงานบริษัท,9570.0,MC,HONDA,WAVE 110 I,2018,DI,43000,S1,2023-01-10,S2,PL,34,5,74.4186046511628,65-75%,1,0
2219,310000.0,308598.38,60,STREET VENDOR,30000.0,PU,TOYOTA,HILUX REVO,2016,AJ,443500,S1,2023-01-12,S2,PL,50,7,69.89853438556933,65-75%,1,0
2220,27000.0,25928.04,36,พนักงานบริษัท,15000.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S1,2022-07-25,S1,PL,32,11,75.0,65-75%,1,0
2221,20000.0,19049.41,36,STREET VENDOR,20000.0,MC,YAMAHA,GRAND FILANO 125,2015,BH,31000,S1,2022-12-01,S2,PL,58,8,64.51612903225806,65-75%,1,0
2222,200000.0,195777.4,60,เกษตรกร,20000.0,PU,ISUZU,D-MAX,2011,CD,377000,S1,2022-07-25,S1,PL,57,12,53.05039787798409,50-65%,0,1
2223,28600.0,28592.86,24,STREET VENDOR,20000.0,MC,HONDA,DREAM 110,2015,CC,44000,S2,2023-01-06,S1,PL,40,8,65.0,65-75%,0,1
2224,30000.0,30000.0,36,พนักงานบริษัท,13000.0,MC,HONDA,WAVE 110 I,2016,CM,40000,S2,2023-01-06,S1,PL,29,7,75.0,65-75%,0,1
2225,23000.0,22985.52,24,อื่นๆ,20000.0,MC,HONDA,WAVE 125,2010,BF,30500,S1,2022-07-25,S1,PL,35,13,75.40983606557377,75%,0,1
