,Principal Approve Amount,Principal Amount,Repayment Tenor Month Number,Occupation Description,Total Income Amount (Month),Collateral Type Code,Vehicle Brand,Vehicle Model,Vehicle Release Year,Vehicle Sub Model,Evaluation Amount,System CAR Code (Daily),System CAR Code Date,Final CAR Code Previous Month,DPD,age,Vehicle Age,per_LTV,per_LTV_cate,F,M
1867,31500.0,30435.08,36,อื่นๆ,10000.0,MC,HONDA,WAVE 110 I,2017,CV,42000,S1,2022-10-11,S1,PL,60,6,75.0,65-75%,1,0
1868,150000.0,150000.0,60,ข้าราชการ,21000.0,CAR,TOYOTA,YARISATIV,2019,AF,338000,S1,2022-10-26,S1,PL,36,4,44.37869822485207,30-50%,0,1
1869,215000.0,209846.25,60,เกษตรกร,15000.0,PU,ISUZU,D-MAX,2006,CH,272000,S1,2022-10-22,S1,PL,54,17,79.04411764705883,75%,0,1
1870,155000.0,155000.0,60,เกษตรกร,26000.0,PU,TOYOTA,HILUX VIGO,2004,DY,204000,S1,2022-12-26,S1,PL,60,19,75.98039215686273,75%,0,1
1871,21500.0,21500.0,36,อื่นๆ,15000.0,MC,HONDA,WAVE 125 X,2007,AX,29000,S1,2022-12-20,S1,PL,45,16,74.13793103448276,65-75%,0,1
1872,142000.0,142000.0,36,พนักงานบริษัท,20000.0,CAR,HONDA,CIVIC,2007,AU,218500,S1,2022-12-09,S1,PL,34,16,64.98855835240275,65-75%,0,1
1873,120000.0,120000.0,60,STREET VENDOR,30000.0,CAR,NISSAN,ALMERA,2012,BX,194500,S1,2022-10-27,S1,PL,55,11,61.696658097686374,65-75%,1,0
1876,149000.0,147507.28,48,พนักงานบริษัท,15000.0,PU,NISSAN,FRONTIER NAVARA,2007,BT,212500,S1,2022-09-22,S1,PL,46,16,70.11764705882354,65-75%,0,1
1877,100000.0,100000.0,36,พนักงานบริษัท,40000.0,CAR,HONDA,CITY,2013,AU,304000,S1,2022-11-30,S1,PL,37,10,32.89473684210527,30-50%,0,1
1878,120000.0,120000.0,60,พนักงานบริษัท,12000.0,PU,NISSAN,FRONTIER NAVARA,2008,BC,194500,S1,2022-12-23,S1,PL,42,15,61.696658097686374,65-75%,0,1
1879,28300.0,28280.06,36,อื่นๆ,16000.0,MC,HONDA,WAVE 110 I,2018,DG,42000,S1,2022-07-21,S1,PL,41,5,67.38095238095238,65-75%,0,1
1880,250000.0,221385.46,30,พนักงานบริษัท,15000.0,PU,ISUZU,D-MAX,2017,AP,547000,S1,2022-07-09,S1,PL,30,6,45.703839122486286,30-50%,1,0
1881,200000.0,194800.43,60,บุคลากรทางการแพทย์,30000.0,CAR,FORD,ECOSPORT,2016,AR,309500,S1,2022-11-07,S1,PL,48,7,64.62035541195476,65-75%,1,0
1882,110000.0,110000.0,60,STREET VENDOR,25000.0,CAR,HONDA,JAZZ,2006,CM,175000,S1,2022-11-11,S1,PL,39,17,62.857142857142854,65-75%,1,0
1884,240000.0,240000.0,30,อาจารย์,24000.0,PU,TOYOTA,HILUX VIGO,2011,ED,371500,S1,2022-12-10,S1,PL,66,12,64.6029609690444,65-75%,1,0
1886,26000.0,23636.95,24,อื่นๆ,12000.0,MC,HONDA,WAVE 110 I,2014,CH,35000,S1,2022-09-12,S1,PL,45,9,74.28571428571429,65-75%,1,0
1887,120000.0,120000.0,60,พนักงานบริษัท,29820.0,CAR,HONDA,JAZZ,2010,AM,272500,S1,2022-12-14,S1,PL,38,13,44.03669724770643,30-50%,1,0
1888,250000.0,250000.0,60,ข้าราชการ,35800.0,PU,ISUZU,MU-7,2010,BH,359500,S1,2022-11-29,S1,PL,40,13,69.54102920723227,65-75%,0,1
1889,290000.0,282660.47,60,STREET VENDOR,26000.0,CAR,MAZDA,CX3,2016,AJ,468000,S1,2022-11-14,S1,PL,39,7,61.965811965811966,65-75%,0,1
1890,181000.0,181000.0,60,พนักงานบริษัท,18000.0,PU,FORD,RANGER,2011,BB,279000,S1,2022-11-16,S1,PL,27,12,64.87455197132617,65-75%,1,0
1892,15000.0,14559.91,24,อื่นๆ,15000.0,MC,HONDA,SCOOPY I,2016,CP,32000,S1,2022-11-17,S1,PL,28,7,46.875,30-50%,0,1
1893,32000.0,32000.0,30,อื่นๆ,25000.0,MC,HONDA,WAVE 110 I,2018,DI,43000,S1,2022-12-30,S1,PL,27,5,74.4186046511628,65-75%,0,1
1894,31500.0,29905.34,36,เกษตรกร,25000.0,MC,HONDA,WAVE 110 I,2019,DO,42000,S1,2022-08-25,S1,PL,41,4,75.0,65-75%,0,1
1895,80000.0,79916.94,36,พนักงานบริษัท,19000.0,MC,HONDA,REBEL 500,2018,BY,153000,S1,2022-08-09,S1,PL,34,5,52.28758169934641,50-65%,0,1
1897,132000.0,130164.91,60,พนักงานบริษัท,20000.0,CAR,TOYOTA,VIOS,2007,DM,176500,S1,2022-09-03,S1,PL,34,16,74.78753541076487,65-75%,0,1
1899,53700.0,53229.39,36,ข้าราชการ,32000.0,PU,FORD,RANGER,2006,BQ,179000,S1,2022-09-20,S1,PL,47,17,30.0,30%,1,0
1900,15000.0,14955.2,24,อื่นๆ,17000.0,MC,HONDA,WAVE 110 I,2011,AI,21000,S1,2022-10-25,S1,PL,53,12,71.42857142857143,65-75%,1,0
1901,31500.0,31008.45,24,STREET VENDOR,10000.0,MC,HONDA,WAVE 110 I,2018,DG,42000,S1,2022-10-12,S1,PL,38,5,75.0,65-75%,1,0
1902,35000.0,32195.39,36,STREET VENDOR,30000.0,CAR,TOYOTA,COROLLA ALTIS,2001,EF,115000,S1,2022-08-16,S1,PL,53,22,30.434782608695656,30-50%,1,0
1903,25000.0,25000.0,24,เกษตรกร,20000.0,MC,HONDA,WAVE 110 I,2014,CJ,36000,S1,2022-12-07,S1,PL,33,9,69.44444444444444,65-75%,1,0
1904,33000.0,30135.65,24,เกษตรกร,20000.0,MC,HONDA,WAVE 110 I,2020,EI,45000,S1,2022-09-01,S1,PL,41,3,73.33333333333333,65-75%,0,1
1905,30000.0,29373.4,36,อื่นๆ,12000.0,MC,HONDA,WAVE 110 I,2017,CV,42000,S1,2022-11-23,S1,PL,55,6,71.42857142857143,65-75%,0,1
1906,170000.0,167970.76,48,เกษตรกร,20000.0,PU,ISUZU,D-MAX,2006,CR,212500,S1,2022-11-21,S1,PL,58,17,80.0,75%,0,1
1907,18700.0,17972.21,18,อื่นๆ,10000.0,MC,YAMAHA,FINO (MLEKE),2012,AE,25000,S1,2022-11-18,S1,PL,28,11,74.8,65-75%,1,0
1909,13000.0,12649.91,18,อื่นๆ,12000.0,MC,HONDA,CLICK 110I,2011,AE,17500,S1,2022-07-28,S1,PL,49,12,74.28571428571429,65-75%,1,0
1910,100000.0,99970.69,36,พนักงานบริษัท,24000.0,CAR,HONDA,CIVIC,2002,CF,133500,S1,2022-11-09,S1,PL,30,21,74.90636704119851,65-75%,0,1
1911,17000.0,17000.0,24,พนักงานบริษัท,11000.0,MC,GPX,LEGEND 200,2019,AK,25000,S1,2022-12-30,S1,PL,35,4,68.0,65-75%,0,1
1912,32000.0,32000.0,36,พนักงานบริษัท,6500.0,MC,HONDA,WAVE 110 I,2020,EI,45000,S1,2022-12-01,S1,PL,31,3,71.11111111111111,65-75%,0,1
1913,190000.0,190000.0,60,อื่นๆ,26000.0,CAR,NISSAN,ALMERA,2016,DH,273000,S1,2022-12-14,S1,PL,57,7,69.59706959706959,65-75%,1,0
1914,33000.0,33000.0,36,อื่นๆ,15000.0,MC,HONDA,WAVE 110 I,2020,EG,44000,S1,2022-12-23,S1,PL,33,3,75.0,65-75%,0,1
1917,30800.0,30707.09,36,อื่นๆ,9500.0,MC,HONDA,WAVE 110 I,2018,DE,41000,S1,2022-07-08,S1,PL,33,5,75.1219512195122,75%,1,0
1918,15000.0,15000.0,12,STREET VENDOR,15000.0,MC,YAMAHA,SPARK 115 I,2015,BJ,20500,S1,2022-12-26,S1,PL,57,8,73.17073170731707,65-75%,1,0
1919,120000.0,119642.32,60,เกษตรกร,18000.0,PU,TOYOTA,HILUX VIGO,2004,DU,150000,S1,2022-09-01,S1,PL,34,19,80.0,75%,1,0
1920,35000.0,33275.69,36,STREET VENDOR,30000.0,MC,YAMAHA,GRAND FILANO 125,2019,AW,50000,S1,2022-09-08,S1,PL,53,4,70.0,65-75%,0,1
1922,233000.0,233000.0,60,พนักงานบริษัท,15000.0,PU,ISUZU,D-MAX,2006,CE,291500,S1,2022-10-04,S1,PL,47,17,79.93138936535163,75%,1,0
1923,14000.0,13216.64,24,อื่นๆ,20000.0,MC,YAMAHA,FINO 115,2013,AJ,19500,S1,2022-10-05,S1,PL,30,10,71.7948717948718,65-75%,0,1
1924,21000.0,19091.26,24,พนักงานบริษัท,13300.0,MC,HONDA,MSX 125,2017,BP,28000,S1,2022-09-02,S1,PL,28,6,75.0,65-75%,1,0
1927,30000.0,29270.32,24,พนักงานบริษัท,17000.0,MC,HONDA,WAVE 110 I,2017,CT,41000,S1,2022-10-17,S1,PL,30,6,73.17073170731707,65-75%,0,1
1928,285000.0,285000.0,60,STREET VENDOR,30000.0,PU,ISUZU,D-MAX,2013,CA,376000,S1,2022-09-24,S1,PL,58,10,75.79787234042553,75%,1,0
1929,20700.0,19970.76,24,พนักงานบริษัท,31000.0,MC,HONDA,CLICK 125I,2015,AU,27500,S1,2022-08-25,S1,PL,41,8,75.27272727272727,75%,1,0
1931,31000.0,30965.1,36,STREET VENDOR,25000.0,MC,HONDA,WAVE 110 I,2019,DO,42000,S1,2022-08-20,S1,PL,38,4,73.80952380952381,65-75%,1,0
1932,16700.0,16231.15,36,อื่นๆ,9500.0,MC,HONDA,SCOOPY I,2015,BP,23500,S1,2022-11-26,S1,PL,21,8,71.06382978723404,65-75%,0,1
1933,50000.0,49611.94,36,STREET VENDOR,30000.0,MC,HONDA,PCX 150,2019,DN,72000,S1,2022-09-24,S1,PL,53,4,69.44444444444444,65-75%,1,0
1934,15000.0,15000.0,24,อาจารย์,14750.0,MC,HONDA,SCOOPY I,2009,BA,20500,S1,2022-12-01,S1,PL,55,14,73.17073170731707,65-75%,1,0
1935,142000.0,138401.72,60,พนักงานบริษัท,20000.0,PU,ISUZU,D-MAX,2004,AY,189000,S1,2022-10-24,S1,PL,46,19,75.13227513227513,75%,0,1
1936,30000.0,30000.0,24,อื่นๆ,10000.0,MC,HONDA,WAVE 110 I,2019,DO,42000,S1,2022-12-23,S1,PL,43,4,71.42857142857143,65-75%,0,1
1937,180000.0,180000.0,60,STREET VENDOR,15000.0,PU,ISUZU,D-MAX,2006,CN,250000,S1,2022-08-31,S1,PL,39,17,72.0,65-75%,0,1
1939,40000.0,35844.47,18,เกษตรกร,15000.0,MC,HONDA,PCX 150,2019,DN,72000,S1,2022-11-02,S1,PL,31,4,55.55555555555556,50-65%,1,0
1940,28600.0,27170.08,24,อื่นๆ,9000.0,MC,HONDA,DREAM 110,2015,CC,44000,S1,2022-08-28,S1,PL,49,8,65.0,65-75%,1,0
1941,30000.0,30000.0,24,อื่นๆ,13000.0,MC,HONDA,DREAM 110I,2017,CO,53000,S1,2022-11-24,S1,PL,29,6,56.60377358490566,50-65%,1,0
1942,25000.0,24232.61,24,พนักงานบริษัท,13000.0,MC,HONDA,SCOOPY I,2020,CX,46500,S1,2022-11-17,S1,PL,32,3,53.76344086021505,50-65%,1,0
1943,230000.0,230000.0,60,STREET VENDOR,40000.0,PU,ISUZU,D-MAX,2004,CF,232500,S1,2022-12-07,S1,PL,54,19,98.9247311827957,75%,0,1
1944,100000.0,99642.04,36,STREET VENDOR,30000.0,CAR,NISSAN,ALMERA,2012,BT,186000,S1,2022-10-15,S1,PL,38,11,53.76344086021505,50-65%,1,0
1945,28000.0,28000.0,24,STREET VENDOR,25000.0,MC,HONDA,WAVE 110 I,2012,BF,38000,S1,2022-12-17,S1,PL,53,11,73.68421052631578,65-75%,1,0
1946,120000.0,119784.42,60,อื่นๆ,30000.0,PU,TOYOTA,HILUX VIGO,2007,DB,304500,S1,2022-10-03,S1,PL,59,16,39.40886699507389,30-50%,0,1
1947,20000.0,18884.15,24,อื่นๆ,20000.0,MC,HONDA,MSX 125,2018,BP,37500,S1,2022-10-01,S1,PL,45,5,53.333333333333336,50-65%,1,0
1948,220000.0,220000.0,60,อื่นๆ,25000.0,PU,ISUZU,D-MAX,2007,CW,290500,S1,2022-09-26,S1,PL,33,16,75.7314974182444,75%,0,1
1949,29000.0,28577.74,30,อื่นๆ,15000.0,MC,HONDA,CLICK 125I,2018,BA,39000,S1,2022-11-14,S1,PL,44,5,74.35897435897436,65-75%,1,0
1950,25000.0,25000.0,18,พนักงานบริษัท,15000.0,MC,YAMAHA,GRAND FILANO 125,2019,AY,46500,S1,2022-12-24,S1,PL,25,4,53.76344086021505,50-65%,0,1
1951,26000.0,26000.0,12,พนักงานบริษัท,38000.0,MC,HONDA,CLICK 125I,2018,BA,39000,S1,2022-12-04,S1,PL,49,5,66.66666666666666,65-75%,0,1
1952,11000.0,10098.99,12,อื่นๆ,15000.0,MC,YAMAHA,FINO (4DO),2009,AA,17000,S1,2022-08-19,S1,PL,40,14,64.70588235294117,65-75%,1,0
1953,28900.0,26077.07,18,อื่นๆ,11000.0,MC,HONDA,CLICK 125I,2020,BG,44500,S1,2022-07-18,S1,PL,26,3,64.9438202247191,65-75%,0,1
1954,130000.0,130000.0,60,พนักงานบริษัท,18000.0,PU,MITSUBISHI,TRITON,2006,AF,217000,S1,2022-10-18,S1,PL,42,17,59.907834101382484,50-65%,0,1
1956,145000.0,144976.4,60,STREET VENDOR,20000.0,PU,ISUZU,D-MAX,2003,AF,184000,S1,2022-07-18,S1,PL,34,20,78.80434782608695,75%,1,0
1957,79000.0,75483.28,36,พนักงานบริษัท,18000.0,PU,CHEVROLET,COLORADO,2012,CS,261500,S1,2022-08-23,S1,PL,39,11,30.210325047801145,30-50%,0,1
1958,11500.0,11143.71,18,เกษตรกร,15000.0,MC,HONDA,CLICK 110,2009,AH,15500,S1,2022-10-24,S1,PL,45,14,74.19354838709677,65-75%,1,0
1959,32000.0,32000.0,36,พนักงานบริษัท,18000.0,MC,HONDA,WAVE 110 I,2018,DI,43000,S1,2022-12-27,S1,PL,46,5,74.4186046511628,65-75%,0,1
1960,33000.0,32904.26,12,เกษตรกร,15000.0,MC,HONDA,WAVE 110 I,2020,EI,45000,S1,2022-08-16,S1,PL,39,3,73.33333333333333,65-75%,1,0
1961,18000.0,16752.67,24,STREET VENDOR,30000.0,MC,HONDA,SCOOPY,2010,AS,24000,S1,2022-10-31,S1,PL,27,13,75.0,65-75%,0,1
1962,205000.0,203042.82,60,อื่นๆ,25000.0,PU,MITSUBISHI,TRITON,2014,AY,291500,S1,2022-11-03,S1,PL,41,9,70.32590051457976,65-75%,0,1
1963,19000.0,18831.51,36,ข้าราชการ,22000.0,MC,YAMAHA,JUPITER RC 115,2016,AQ,26000,S1,2022-08-08,S1,PL,38,7,73.07692307692307,65-75%,0,1
1964,27000.0,27000.0,36,เกษตรกร,25000.0,MC,HONDA,WAVE 110 I,2012,BE,37000,S1,2022-12-27,S1,PL,59,11,72.97297297297297,65-75%,1,0
1966,180000.0,171416.69,36,พนักงานบริษัท,30000.0,CAR,TOYOTA,VIOS,2010,DZ,240000,S1,2022-10-31,S1,PL,51,13,75.0,65-75%,0,1
1967,14000.0,13975.6,18,เกษตรกร,15000.0,MC,HONDA,WAVE 110 I,2009,AF,19000,S1,2022-07-20,S1,PL,56,14,73.68421052631578,65-75%,1,0
1968,50000.0,35887.02,12,อื่นๆ,20000.0,CAR,TOYOTA,VIOS,2014,DJ,324000,S1,2022-10-30,S1,PL,52,9,15.432098765432098,30%,0,1
1969,33000.0,32954.7,18,อื่นๆ,10000.0,MC,HONDA,WAVE 110 I,2019,DU,44000,S1,2022-10-18,S1,PL,34,4,75.0,65-75%,1,0
1970,28000.0,27940.27,36,พนักงานบริษัท,40000.0,MC,YAMAHA,GRAND FILANO 125,2017,AR,38000,S1,2022-06-29,S1,PL,31,6,73.68421052631578,65-75%,1,0
1971,161000.0,161000.0,60,พนักงานบริษัท,15000.0,PU,MITSUBISHI,TRITON,2010,AU,264000,S1,2022-10-03,S1,PL,47,13,60.984848484848484,65-75%,1,0
1972,24000.0,23041.89,36,STREET VENDOR,20000.0,MC,YAMAHA,GRAND FILANO 125,2016,CL,32500,S1,2022-11-01,S1,PL,54,7,73.84615384615385,65-75%,1,0
1973,11000.0,9112.18,12,อื่นๆ,20000.0,MC,HONDA,CLICK 125I,2013,AI,24500,S1,2022-09-12,S1,PL,64,10,44.89795918367347,30-50%,0,1
1974,11000.0,11000.0,12,พนักงานบริษัท,10000.0,MC,SUZUKI,LET'S,2014,AH,16000,S1,2022-12-26,S1,PL,45,9,68.75,65-75%,1,0
1975,110000.0,109549.16,48,เกษตรกร,10000.0,PU,TOYOTA,HILUX VIGO,2008,EK,225000,S1,2022-10-20,S1,PL,57,15,48.888888888888886,30-50%,1,0
1976,16000.0,15046.93,12,อื่นๆ,15000.0,MC,YAMAHA,FILANO,2013,AH,22000,S1,2022-11-03,S1,PL,59,10,72.72727272727273,65-75%,1,0
1977,15000.0,14477.12,36,ข้าราชการ,8000.0,MC,HONDA,WAVE 110 I,2019,DO,42000,S1,2022-10-21,S1,PL,23,4,35.714285714285715,30-50%,0,1
1979,31700.0,31024.55,36,อื่นๆ,15000.0,MC,HONDA,WAVE 110 I,2018,DG,42000,S1,2022-11-24,S1,PL,54,5,75.47619047619048,75%,1,0
1980,100000.0,98691.47,36,พนักงานบริษัท,30000.0,PU,FORD,RANGER,2014,AZ,389000,S1,2022-11-18,S1,PL,47,9,25.70694087403599,30%,0,1
1982,23000.0,15618.28,12,STREET VENDOR,20000.0,MC,HONDA,ZOOMER X 110I,2017,CN,31000,S1,2022-07-22,S1,PL,48,6,74.19354838709677,65-75%,1,0
1983,26000.0,24827.69,36,อื่นๆ,15000.0,MC,HONDA,WAVE 110 I,2014,CH,35000,S1,2022-08-10,S1,PL,32,9,74.28571428571429,65-75%,1,0
1985,140000.0,140000.0,60,อื่นๆ,20000.0,CAR,MAZDA,3,2009,BA,221500,S1,2022-10-04,S1,PL,53,14,63.20541760722348,65-75%,0,1
1987,50000.0,48949.63,36,เกษตรกร,25000.0,MC,YAMAHA,N-MAX 155,2021,CE,81500,S1,2022-08-05,S1,PL,24,2,61.34969325153374,65-75%,1,0
1988,30000.0,26778.11,24,เกษตรกร,9000.0,MC,HONDA,WAVE 110 I,2017,CR,40000,S1,2022-09-30,S1,PL,36,6,75.0,65-75%,0,1
1989,54000.0,53988.05,24,พนักงานบริษัท,14000.0,MC,YAMAHA,N-MAX 155,2020,BJ,72500,S1,2022-10-05,S1,PL,26,3,74.48275862068967,65-75%,0,1
1990,87000.0,82986.33,48,อื่นๆ,14000.0,CAR,MITSUBISHI,LANCER,2010,AM,164500,S1,2022-08-05,S1,PL,28,13,52.88753799392097,50-65%,0,1
1991,20000.0,17384.96,24,พนักงานบริษัท,15000.0,MC,HONDA,DREAM 110I,2017,CO,53000,S1,2022-08-09,S1,PL,47,6,37.735849056603776,30-50%,1,0
1992,91000.0,90909.29,60,พนักงานรัฐวิสาหกิจ,15000.0,CAR,HONDA,CITY,2003,CJ,122500,S1,2022-07-21,S1,PL,45,20,74.28571428571429,65-75%,1,0
1993,126000.0,126000.0,60,พนักงานบริษัท,25000.0,CAR,TOYOTA,COROLLA ALTIS,2006,DZ,168500,S1,2022-10-27,S1,PL,43,17,74.77744807121661,65-75%,1,0
1994,60000.0,58822.04,36,อื่นๆ,14000.0,CAR,TOYOTA,COROLLA ALTIS,2002,AJ,111000,S1,2022-09-06,S1,PL,53,21,54.054054054054056,50-65%,0,1
1995,170000.0,165055.47,24,พนักงานบริษัท,40000.0,PU,TOYOTA,HILUX VIGO,2008,BZ,248000,S1,2022-10-31,S1,PL,42,15,68.54838709677419,65-75%,1,0
1997,177000.0,174437.51,60,พนักงานบริษัท,26500.0,CAR,TOYOTA,YARIS,2010,AR,236000,S1,2022-10-17,S1,PL,39,13,75.0,65-75%,1,0
1998,46000.0,45966.03,36,อาจารย์,20220.0,MC,HONDA,PCX 150,2017,CQ,61500,S1,2022-08-08,S1,PL,39,6,74.79674796747967,65-75%,1,0
1999,30000.0,30000.0,36,พนักงานบริษัท,10590.0,MC,HONDA,CLICK 125I,2019,BF,40000,S1,2022-12-13,S1,PL,39,4,75.0,65-75%,1,0
2000,12600.0,11496.68,12,อื่นๆ,8970.0,MC,SUZUKI,SMASH,2016,AT,19500,S1,2022-07-12,S1,PL,55,7,64.61538461538461,65-75%,1,0
2001,29000.0,27500.85,24,STREET VENDOR,25000.0,MC,HONDA,WAVE 125 I,2019,DR,38900,S1,2022-10-06,S1,PL,54,4,74.55012853470437,65-75%,1,0
2002,35000.0,34198.4,36,อื่นๆ,10000.0,MC,HONDA,SCOOPY I,2020,AJ,47000,S1,2022-12-08,S1,PL,26,3,74.46808510638297,65-75%,1,0
2003,300000.0,300000.0,60,STREET VENDOR,20000.0,PU,ISUZU,D-MAX,2016,CB,396500,S1,2022-10-17,S1,PL,45,7,75.66204287515762,75%,1,0
2004,31800.0,31400.61,36,เกษตรกร,15000.0,MC,HONDA,DREAM 110,2016,CB,45000,S1,2022-11-15,S1,PL,67,7,70.66666666666667,65-75%,0,1
2005,119700.0,118115.75,48,อื่นๆ,15000.0,CAR,TOYOTA,VIOS,2008,AN,201000,S1,2022-11-16,S1,PL,43,15,59.55223880597015,50-65%,0,1
2006,170000.0,168343.52,60,พนักงานบริษัท,30000.0,PU,ISUZU,D-MAX,2005,BO,251000,S1,2022-09-06,S1,PL,40,18,67.72908366533864,65-75%,0,1
2007,170000.0,167201.58,60,STREET VENDOR,40000.0,PU,ISUZU,D-MAX,2005,CE,217000,S1,2022-11-29,S1,PL,36,18,78.3410138248848,75%,1,0
2008,215000.0,210658.82,36,STREET VENDOR,30000.0,VAN,HYUNDAI,H1,2015,AG,712000,S1,2022-10-02,S1,PL,38,8,30.196629213483146,30-50%,1,0
2009,213000.0,213000.0,60,เกษตรกร,20000.0,PU,MAZDA,BT-50PRO,2014,BB,328000,S1,2022-09-13,S1,PL,42,9,64.9390243902439,65-75%,0,1
2010,20000.0,19651.32,36,STREET VENDOR,22000.0,MC,HONDA,WAVE 110 I,2012,AZ,35000,S1,2022-10-28,S1,PL,66,11,57.14285714285714,50-65%,1,0
2011,172000.0,171771.32,60,อื่นๆ,20000.0,CAR,NISSAN,MARCH,2016,AR,265000,S1,2022-10-10,S1,PL,31,7,64.90566037735849,65-75%,0,1
2012,20000.0,16483.04,18,พนักงานรัฐวิสาหกิจ,16868.0,MC,HONDA,WAVE 125 I,2016,CE,30900,S1,2022-07-27,S1,PL,40,7,64.72491909385113,65-75%,0,1
2013,28000.0,28000.0,18,พนักงานบริษัท,12000.0,MC,HONDA,WAVE 110 I,2012,BF,38000,S1,2022-12-08,S1,PL,26,11,73.68421052631578,65-75%,0,1
2014,100000.0,98419.06,60,พนักงานบริษัท,12000.0,CAR,MG,MG3,2018,AA,248000,S1,2022-12-06,S1,PL,26,5,40.32258064516129,30-50%,1,0
2017,50000.0,44754.77,24,พนักงานบริษัท,28000.0,MC,HONDA,PCX 150I,2020,CP,76500,S1,2022-10-11,S1,PL,61,3,65.359477124183,65-75%,0,1
2018,10000.0,9156.57,24,พนักงานบริษัท,10000.0,MC,STALLION,CENTAUR 250,2017,AB,36000,S1,2022-09-01,S1,PL,29,6,27.77777777777778,30%,0,1
2019,32000.0,32000.0,36,STREET VENDOR,15000.0,MC,HONDA,WAVE 110 I,2019,DS,43000,S1,2022-12-20,S1,PL,24,4,74.4186046511628,65-75%,1,0
2020,100000.0,100000.0,60,พนักงานรัฐวิสาหกิจ,30000.0,CAR,HONDA,CITY,2006,AK,159000,S1,2022-11-03,S1,PL,37,17,62.893081761006286,65-75%,0,1
2021,80000.0,77657.35,30,เลี้ยงสัตว์,16000.0,PU,TOYOTA,HILUX TIGER,2003,BD,179500,S1,2022-11-16,S1,PL,57,20,44.56824512534819,30-50%,0,1
2022,30000.0,29252.76,24,พนักงานรัฐวิสาหกิจ,12000.0,MC,HONDA,WAVE 110 I,2020,EI,45000,S1,2022-11-07,S1,PL,56,3,66.66666666666666,65-75%,0,1
2023,160000.0,160000.0,36,เกษตรกร,20000.0,PU,TOYOTA,HILUX VIGO,2012,DW,383000,S1,2022-12-14,S1,PL,60,11,41.77545691906005,30-50%,1,0
2024,128000.0,126849.83,60,STREET VENDOR,30000.0,CAR,TOYOTA,CAMRY,2004,DI,179000,S1,2022-08-04,S1,PL,43,19,71.50837988826815,65-75%,1,0
2025,205000.0,205000.0,60,STREET VENDOR,25000.0,PU,TOYOTA,HILUX VIGO,2005,CL,256500,S1,2022-10-28,S1,PL,46,18,79.92202729044834,75%,0,1
2026,30000.0,26618.83,24,อื่นๆ,40000.0,CAR,CHEVROLET,AVEO,2012,BT,121000,S1,2022-06-21,S1,PL,29,11,24.793388429752067,30%,0,1
2027,30000.0,29959.48,24,อื่นๆ,20000.0,MC,YAMAHA,GRAND FILANO 125,2019,AY,46500,S2,2023-01-14,S1,PL,44,4,64.51612903225806,65-75%,1,0
2028,90000.0,89933.6,24,พนักงานบริษัท,15000.0,PU,MITSUBISHI,TRITON,2012,AO,157000,S2,2023-01-09,S1,PL,57,11,57.324840764331206,50-65%,0,1
2030,17000.0,16920.59,36,อื่นๆ,20000.0,MC,KAWASAKI,NEW KSR 110,2014,AL,24500,S1,2022-06-27,S1,PL,35,9,69.38775510204081,65-75%,0,1
2031,17000.0,16790.22,18,พนักงานบริษัท,20000.0,MC,YAMAHA,FILANO,2012,AA,23500,S1,2022-06-27,S1,PL,38,11,72.3404255319149,65-75%,0,1
2032,26000.0,23070.54,12,พนักงานรัฐวิสาหกิจ,19950.0,MC,YAMAHA,FINO (MLEKE),2010,AL,35000,S2,2023-01-06,S1,PL,39,13,74.28571428571429,65-75%,1,0
2033,40000.0,39506.09,36,STREET VENDOR,12000.0,MC,HONDA,PCX 150I,2019,CF,72000,S2,2023-01-06,S1,PL,35,4,55.55555555555556,50-65%,1,0
2034,185000.0,184655.71,48,STREET VENDOR,20000.0,PU,ISUZU,D-MAX,2008,BE,270500,S1,2022-06-28,S1,PL,50,15,68.39186691312385,65-75%,1,0
2035,23000.0,21696.55,18,STREET VENDOR,24000.0,MC,YAMAHA,FINO (MLEKE),2011,AD,35500,S2,2023-01-06,S1,PL,67,12,64.7887323943662,65-75%,0,1
2036,19500.0,19276.06,36,STREET VENDOR,20000.0,MC,HONDA,WAVE 110I,2016,BV,26000,S2,2023-01-06,S1,PL,44,7,75.0,65-75%,1,0
2037,21000.0,18421.05,18,อื่นๆ,6500.0,MC,YAMAHA,GRAND FILANO 125,2015,BF,33000,S2,2023-01-06,S1,PL,47,8,63.63636363636363,65-75%,1,0
2038,22000.0,21385.62,24,STREET VENDOR,30000.0,MC,YAMAHA,GRAND FILANO 125,2015,BH,31000,S1,2023-01-04,S2,PL,55,8,70.96774193548387,65-75%,1,0
2040,10000.0,5181.42,12,พนักงานบริษัท,19500.0,MC,HONDA,SCOOPY I,2020,CX,46500,S1,2022-06-29,S1,PL,29,3,21.50537634408602,30%,1,0
2042,17000.0,14831.51,24,อื่นๆ,15000.0,MC,HONDA,WAVE 100,2010,AW,26000,S1,2022-06-29,S1,PL,49,13,65.38461538461539,65-75%,0,1
2043,25500.0,25213.02,24,STREET VENDOR,28000.0,CAR,TOYOTA,SOLUNA,2000,CP,86000,S1,2022-06-29,S1,PL,62,23,29.651162790697676,30%,0,1
2044,170000.0,167403.74,48,STREET VENDOR,20000.0,CAR,SUZUKI,SWIFT,2014,AJ,275000,S2,2023-01-06,S1,PL,40,9,61.81818181818181,65-75%,1,0
